,price,address,price_address_concat,count_address,duplicate,county_1,manual_label
8398," €385,000.00 ","Corbally, Claregalway, Co. Galway",,1,,Co. Galway,
8399," €745,000.00 ","8 The Pidgeon House, South Lotts Road, Dublin 4",,1,,Co. Dublin,
8400," €90,000.00 ","Derrypark, Tourmakeady, Co. Mayo",,1,,Co. Mayo,
8402," €175,000.00 ","Churchfield, Knock, Co. Mayo","175000Churchfield, Knock, Co. Mayo",5,1,Co. Mayo,
8403," €169,900.00 ","37 Saint Mary's Road, Midleton, Co. Cork",,1,,Co. Cork,
8404," €325,000.00 ","Apartment 41, 55 Mountjoy Square West, Dublin 1",,1,,Co. Dublin,
8405," €100,000.00 ","1 Barrack Street, Mallow, Co. Cork",,1,,Co. Cork,
8406," €195,000.00 ","11 & 12 Clontarf Place, Co. Limerick",,1,,Co. Limerick,
8407," €450,000.00 ","Abbey View, Strand Street, Youghal, Co. Cork",,1,,Co. Cork,
8408," €199,000.00 ","21 Hardman's Gardens, Drogheda, Co. Louth",,1,,Co. Louth,
8409," €650,000.00 ","Bramley View, Maperath, Kells, Co. Meath",,1,,Co. Meath,
8410," €50,000.00 ","Freemount Village, Freemount, Co. Cork",,1,,Co. Cork,
8411," €112,500.00 ","Apartment 24, River View, Ballinasloe, Co. Galway",,1,,Co. Galway,
8412," €89,500.00 ","Apartment 21, River View, Ballinasloe, Co. Galway",,1,,Co. Galway,
8413," €495,000.00 ","Shanlyre House, Tinegeragh, Watergrasshill, Co. Cork",,1,,Co. Cork,
8414," €330,000.00 ","Thistledoo, Corcaghan, Co. Monaghan",,1,,Co. Monaghan,
8415," €925,000.00 ","Hazelwilliam Stud, Flemington South, Naas, Co. Kildare",,1,,Co. Kildare,
8416," €499,950.00 ","66 Cromwellsfort Road, Walkinstown",,1,,Co. Dublin,Co. Dublin
8417," €70,000.00 ","Knockeenagoshil, Cordal, Castleisland, Co. Kerry",,1,,Co. Kerry,
8418," €550,000.00 ","Forramoyle West, Barna, Co. Galway","550000Forramoyle West, Barna, Co. Galway",2,1,Co. Galway,
8419," €150,000.00 ","Dollardstown, Beauparc, Navan, Co. Meath","150000Dollardstown, Beauparc, Navan, Co. Meath",2,1,Co. Meath,
8420," €295,000.00 ","Apt. 4, Clifden Court, (Parking Space Option), Ellis Quay, Smithfield, Dublin 1",,1,,Co. Dublin,
8421," €225,000.00 ","100 Sandyford View, Blackglen Road, Sandyford, Dublin 18",,1,,Co. Dublin,
8422," €10,000,000.00 ","St Georges Avenue, Killiney, Co. Dublin",,1,,Co. Dublin,
8423," €100,000.00 ","Killacloran, Aughrim, Co. Wicklow",,1,,Co. Wicklow,
8424," €155,000.00 ","43 Pearse Park, Tipperary Town, Co. Tipperary",,1,,Co. Tipperary,
8425," €425,000.00 ","6 Croftwell, Rathcoole, Co. Dublin",,1,,Co. Dublin,
8426," €595,000.00 ","10 Hazelbrook Court, Terenure, Dublin 6",,1,,Co. Dublin,
8427," €835,000.00 ","2 Dromard Terrace, Sandymount, Dublin 4",,1,,Co. Dublin,
8428," €995,000.00 ","625 North Circular Road, Dublin 1",,1,,Co. Dublin,
8429," €100,000.00 ","Apartment 1, 6 Johnstown, Co. Waterford",,1,,Co. Waterford,
8431," €35,000.00 ","Breaghmore, Clareen, Co. Offaly",,1,,Co. Offaly,
8432," 139,775 ","Hope Villas, 13 Victoria Avenue, Whitehead, Carrickfergus, Co. Antrim",,1,,Co. Antrim,
8433," €299,950.00 ","139 Errigal Road, Drimnagh",,1,,Co. Dublin,Co. Dublin
8434," 259,749 ","Magheramore Road, Ballycastle, Co. Antrim",,1,,Co. Antrim,
8436," €600,000.00 ","Taghmon, 99 Ballymun Road, Glasnevin, Glasnevin, Dublin 9",,1,,Co. Dublin,
8437," €449,950.00 ","89 Thomas Moore Road, Walkinstown",,1,,Co. Dublin,Co. Dublin
8438," €485,000.00 ","68 Wellesley Manor, Newbridge, Co. Kildare",,1,,Co. Kildare,
8439," €695,000.00 ","Killadangan, Westport, Co. Mayo","695000Killadangan, Westport, Co. Mayo",2,1,Co. Mayo,
8440," €2,350,000.00 ","Saint John`s, 9 Wellington Place, Dublin 4",,1,,Co. Dublin,
8441," €275,000.00 ","No. 1-7 Oysterhaven Harbour Apartments, Oysterhaven, Co. Cork",,1,,Co. Cork,
8443," €345,000.00 ","15 Marian Terrace, Dunmore East, Co. Waterford",,1,,Co. Waterford,
8444," €155,000.00 ","42 Twin Oaks, Bailieborough, Bailieborough, Co. Cavan",,1,,Co. Cavan,
8445," €175,000.00 ","7 Main Street, Cloughjordan, Co. Tipperary",,1,,Co. Tipperary,
8446," €370,000.00 ","359 Crumlin Road, Crumlin, Dublin 12",,1,,Co. Dublin,
8447," €175,000.00 ","15 Killowen Cottages, Kenmare, Co. Kerry",,1,,Co. Kerry,
8448," €450,000.00 ","7 Thirlestane Terrace, Thomas Court, The Liberties, Dublin 8",,1,,Co. Dublin,
8449," €395,000.00 ","18 Fernleigh Dale, Castleknock, Dublin 15",,1,,Co. Dublin,
8450," €399,950.00 ","45 Lorcan Crescent, Santry, Dublin 9",,1,,Co. Dublin,
8451," €549,000.00 ","4 Lower Road, Shankill, Dublin 18",,1,,Co. Dublin,
8452," €165,000.00 ","Raheens, Birr Road, Roscrea, Co. Tipperary",,1,,Co. Tipperary,
8453," €275,000.00 ","7 Greenpark Road, Bray, Co. Wicklow",,1,,Co. Wicklow,
8454," €210,000.00 ","75 Rockbrook Lawn, Mallow, Co. Cork",,1,,Co. Cork,
8455," €235,000.00 ","84 Clonminch Wood, Tullamore, Co. Offaly",,1,,Co. Offaly,
8456," €120,000.00 ","1 Bed Apartment, Oakview Village, Tralee, Co. Kerry",,1,,Co. Kerry,
8457," €129,000.00 ","3 Alleys Lane, Roscrea, Co. Tipperary",,1,,Co. Tipperary,
8458," €595,000.00 ","8 College Square, College Road, Kilkenny, Co. Kilkenny",,1,,Co. Kilkenny,
8459," €300,000.00 ","28 Esker Manor, Lucan, Co. Dublin",,1,,Co. Dublin,
8460," €279,000.00 ","ClÃ¡r Aoibhinn, Claremorris, Co. Mayo",,1,,Co. Mayo,
8461," €295,000.00 ","1 Haven House, Thomas Hand Street, Skerries, Co. Dublin",,1,,Co. Dublin,
8462," €400,000.00 ","51 North Street, Swords, Co. Dublin",,1,,Co. Dublin,
8463," €70,000.00 ","Cloonascarberry, Ballygar, Co. Galway",,1,,Co. Galway,
8464," €870,000.00 ","Annamoe, Station Road, Portmarnock, Co. Dublin",,1,,Co. Dublin,
8465," €425,000.00 ","Ballylee, Gort, Co. Galway","425000Ballylee, Gort, Co. Galway",2,1,Co. Galway,
8466," €365,000.00 ","4 Nursery Drive, Ardfallen Road, Douglas, Co. Cork",,1,,Co. Cork,
8467," €398,000.00 ","49 Loreto Row, Rathfarnham, Dublin 14",,1,,Co. Dublin,
8468," €239,950.00 ","Apt 9, 4 Herberton Street, Rialto, Dublin 8",,1,,Co. Dublin,
8469," €375,000.00 ","Derrykillew, Ballyshannon, Co. Donegal",,1,,Co. Donegal,
8470," €239,500.00 ","26 Beechwood Close, Bagenalstown, Carlow Town, Co. Carlow",,1,,Co. Carlow,
8471," €195,000.00 ","23 Cluain Alainn, Carrickmacross, Co. Monaghan",,1,,Co. Monaghan,
8472," €100,000.00 ","Rose Cottage, The Commons, Commons, Co. Tipperary",,1,,Co. Tipperary,
8473," €120,000.00 ","16 Parnell Street, Thurles, Co. Tipperary",,1,,Co. Tipperary,
8474," €365,000.00 ","4 Garden Village Avenue, Kilpedder, Co. Wicklow",,1,,Co. Wicklow,
8475," €135,000.00 ","1 Shannon Grove Townhouses, Lisnagot, Carrick-on-Shannon, Co. Leitrim",,1,,Co. Leitrim,
8476," €264,950.00 ","Apartment 212, Temple Court, Santry, Dublin 9",,1,,Co. Dublin,
8477," €70,000.00 ","Glencorrib, Shrule, Co. Mayo",,1,,Co. Mayo,
8478," €200,000.00 ","Market Square, Castlebar, Co. Mayo",,1,,Co. Mayo,
8479," €167,500.00 ","9 Shannon Grove Townhouses, Lisnagot, Carrick-on-Shannon, Co. Leitrim",,1,,Co. Leitrim,
8480," €245,000.00 ","33 Moorehall Close, Hale Street, Ardee, Co. Louth",,1,,Co. Louth,
8481," €75,000.00 ","Mohonagh, Skibbereen, Co. Cork",,1,,Co. Cork,
8482," €350,000.00 ","2 Avenue Court, Gorey, Co. Wexford",,1,,Co. Wexford,
8483," €425,000.00 ","3 Cahir Lodges, Cahir West, Kenmare, Co. Kerry",,1,,Co. Kerry,
8484," €240,000.00 ","14 Redemption Road, Co. Cork",,1,,Co. Cork,
8485," €185,000.00 ","28 O'Carolans Court, Kilronan, Boyle, Co. Roscommon",,1,,Co. Roscommon,
8486," €360,000.00 ","20 Beech Park, Viewmount, Ardkeen, Co. Waterford",,1,,Co. Waterford,
8487," €155,000.00 ","40 Cosby Avenue, Fairgreen, Portlaoise, Co. Laois",,1,,Co. Laois,
8488," €650,000.00 ","The Green, Garristown, Co. Dublin",,1,,Co. Dublin,
8489," €199,999.00 ","54 Willow Park, Clonmel, Clonmel, Co. Tipperary",,1,,Co. Tipperary,
8490," €90,000.00 ","11 Woodside Park, Ballaghaderreen, Co. Roscommon",,1,,Co. Roscommon,
8491," €139,500.00 ","Mural House, Main Street, Buttevant, Mallow, Co. Cork",,1,,Co. Cork,
8492," €195,000.00 ","2B The Mill, Dooradoyle Park, Dooradoyle, Co. Limerick",,1,,Co. Limerick,
8493," €375,000.00 ","Millgrange, Greenore, Co. Louth",,1,,Co. Louth,
8494," €525,000.00 ","17 Highland View, Cabinteely, Dublin 18",,1,,Co. Dublin,
8495," €10,000,000.00 ","Saint George's Avenue, Killiney, Co. Dublin",,1,,Co. Dublin,
8496," €25,000.00 ","Knockarudane, Glandore, Co. Cork","25000Knockarudane, Glandore, Co. Cork",3,1,Co. Cork,
8497," €750,000.00 ","Sea Winds, Ballynacarrig, Brittas Bay, Co. Wicklow",,1,,Co. Wicklow,
8498," €249,950.00 ","Apartment 36, 20 Christchurch Place, Christchurch, Dublin 8",,1,,Co. Dublin,
8499," €50,000.00 ","Trein, Castlerea, Co. Roscommon",,1,,Co. Roscommon,
8500," €159,000.00 ","1 The Weir, Macswiney Quay, Bandon, Co. Cork",,1,,Co. Cork,
8501," €30,000.00 ","Clondrinagh, Lissycasey, Co. Clare",,1,,Co. Clare,
8502," €50,000.00 ","Kilmacduane East, Cree, Cooraclare, Co. Clare",,1,,Co. Clare,
8503," €359,950.00 ","19 Tamarisk Park, Kilnamanagh, Tallaght, Dublin 24",,1,,Co. Dublin,
8504," €159,000.00 ","13 Connolly Avenue, Mallow, Co. Cork",,1,,Co. Cork,
8505," €268,000.00 ","Van Diemens Lane, Castlecomer, Co. Kilkenny",,1,,Co. Kilkenny,
8506," €170,000.00 ","C24, Cahermore Holiday Village, Enniscrone, Co. Sligo",,1,,Co. Sligo,
10994," €80,000.00 ","Clogher, Tang, Co. Westmeath","80000Clogher, Tang, Co. Westmeath",6,2,Co. Westmeath,
8508," €150,000.00 ","Diamond Road, Monkstown, Co. Cork",,1,,Co. Cork,
8509," €2,900,000.00 ","Villa Belvedere, Vico Road, Dalkey, Co. Dublin",,1,,Co. Dublin,
8510," €240,000.00 ","8 Corkhill, Kinnegad, Co. Westmeath",,1,,Co. Westmeath,
8511," €155,000.00 ","43 Mostrim Oaks, Edgeworthstown, Co. Longford",,1,,Co. Longford,
8512," €140,000.00 ","44 Cluain Na Sibhe, Killashee, Co. Longford",,1,,Co. Longford,
8513," €100,000.00 ","Ard, Geashill, Co. Offaly",,1,,Co. Offaly,
8514," €375,000.00 ","Courtnabooly West, Callan, Co. Kilkenny",,1,,Co. Kilkenny,
8516," €395,000.00 ","Grangegibbon, Kilbeggan, Co. Westmeath",,1,,Co. Westmeath,
8517," €300,000.00 ","3 Norbury Woods Avenue, Norbury Woods, Tullamore, Co. Offaly",,1,,Co. Offaly,
8518," €149,500.00 ","Templetuohy Medical Centre, Templetuohy, Templetuohy, Co. Tipperary",,1,,Co. Tipperary,
8519," €350,000.00 ","Stonestown, Delvin, Co. Westmeath",,1,,Co. Westmeath,
8520," €100,000.00 ","Galmoy Cottage, Bray's Lane, Graiguenamanagh, Co. Kilkenny",,1,,Co. Kilkenny,
8521," €300,000.00 ","St Anns, Waterloo Road, Wexford Town, Co. Wexford",,1,,Co. Wexford,
8522," €349,000.00 ","Cushinkeel, Westport, Co. Mayo",,1,,Co. Mayo,
8523," €1,450,000.00 ","49 Howth Road, Clontarf, Dublin 3",,1,,Co. Dublin,
8524," €205,000.00 ","Mullaghmacormick, Roosky, Carrick-on-Shannon, Co. Leitrim",,1,,Co. Leitrim,
8526," €285,000.00 ","34 Station Court, The Avenue, Gorey, Co. Wexford",,1,,Co. Wexford,
8527," €285,000.00 ","7 Gleann Rua, Renmore, Renmore, Co. Galway",,1,,Co. Galway,
8528," €8,000.00 ","Knockalegan, Hollymount, Co. Mayo",,1,,Co. Mayo,
8530," €235,000.00 ","Lucan Street, Castlebar, Co. Mayo","235000Lucan Street, Castlebar, Co. Mayo",2,1,Co. Mayo,
8531," €165,000.00 ","4 High Street, Ballygar, Co. Galway",,1,,Co. Galway,
8532," €265,000.00 ","No. 37 Rosemount, Clongour, Thurles, Co. Tipperary",,1,,Co. Tipperary,
8533," €330,000.00 ","Laurel Cottage, Tincurry, Ballycarney, Co. Wexford",,1,,Co. Wexford,
8534," €395,000.00 ","70 Belfield Park, Stillorgan Road, Blackrock, Co. Dublin",,1,,Co. Dublin,
8535," €249,950.00 ","Lacken, Carrigahorig, Terryglass, Co. Tipperary",,1,,Co. Tipperary,
8536," €695,000.00 ","45 Pembroke Lane, Ballsbridge, Dublin 4",,1,,Co. Dublin,
8537," €100,000.00 ","2 Catherine Street, Youghal, Co. Cork",,1,,Co. Cork,
8538," €219,000.00 ","144 Greenhills Court, South Douglas Road, Douglas, Co. Cork",,1,,Co. Cork,
8539," €90,000.00 ","Carrowconnor, Claremorris, Co. Mayo",,1,,Co. Mayo,
8540," €450,000.00 ","Pavillion House, Golf Links Road, Bettystown, Co. Meath",,1,,Co. Meath,
8541," €675,000.00 ","2 Marian Road, Rathfarnham, Rathfarnham, Dublin 14",,1,,Co. Dublin,
8542," €275,000.00 ","3 Brandon Park, New Ross, Co. Wexford",,1,,Co. Wexford,
8543," €297,500.00 ","16 The Millicent, Cois Abhainn, Clane, Co. Kildare",,1,,Co. Kildare,
8544," €800,000.00 ","Rovada House, 32 Ormond Quay Lower, Dublin 1",,1,,Co. Dublin,
8545," €689,950.00 ","245 Navan Road, Navan Road (D7), Dublin 7",,1,,Co. Dublin,
8546," €370,000.00 ","Flat 5, Hungtington House, Seven Oaks, Rathmines, Dublin 6",,1,,Co. Dublin,
8547," €570,000.00 ","109 Roebuck Castle, Clonskeagh, Clonskeagh, Dublin 14",,1,,Co. Dublin,
8548," €150,000.00 ","Derreensillagh, Castlecove, Co. Kerry",,1,,Co. Kerry,
8549," €295,000.00 ","2 Glandore Avenue, Blackrock, Blackrock, Co. Cork",,1,,Co. Cork,
8550," €290,000.00 ","4 Meadowlands, Ballyclamasy, Youghal, Co. Cork",,1,,Co. Cork,
8551," €295,000.00 ","9 Cois Taire, Goatenbridge, Ardfinnan, Co. Tipperary",,1,,Co. Tipperary,
8552," €75,000.00 ","Lissava, Cahir, Co. Tipperary",,1,,Co. Tipperary,
8553," €295,000.00 ","9 Mariners Cove, Baltimore, Co. Cork",,1,,Co. Cork,
8554," €163,000.00 ","20 Troy's Gate, Kilkenny, Co. Kilkenny",,1,,Co. Kilkenny,
8555," €350,000.00 ","10 An DÃºnÃ¡n, Cummer, Tuam, Co. Galway",,1,,Co. Galway,
8556," €205,000.00 ","8 Cois na hAbhann, Bailick Road, Midleton, Co. Cork",,1,,Co. Cork,
8557," €285,000.00 ","12 Ard Na Greine, Dark Road, Midleton, Co. Cork",,1,,Co. Cork,
8558," €345,000.00 ","Southdown, Garryduff, Midleton, Co. Cork",,1,,Co. Cork,
10995," €70,000.00 ","Clogher, Tang, Co. Westmeath","70000Clogher, Tang, Co. Westmeath",6,2,Co. Westmeath,
8560," €129,000.00 ","2 Pollranny, Achill, Co. Mayo",,1,,Co. Mayo,
8561," €185,000.00 ","Carn, Belmullet, Co. Mayo",,1,,Co. Mayo,
8562," €275,000.00 ","13 The Courtyard, Castleredmond, Midleton, Co. Cork",,1,,Co. Cork,
8563," €245,000.00 ","Apartment 182, Clifden Court, Dublin 7",,1,,Co. Dublin,
8564," €125,000.00 ","90 Moorefield Park, Newbridge, Co. Kildare",,1,,Co. Kildare,
8565," €295,000.00 ","100 Spencer Street, Castlebar, Co. Mayo",,1,,Co. Mayo,
8566," €55,000.00 ","Glenduff, Mitchelstown, Co. Cork",,1,,Co. Cork,
8567," €70,000.00 ","Residential Site, Lurgans, Carrickmacross, Co. Monaghan",,1,,Co. Monaghan,
8568," €90,000.00 ","Lurgans, Carrickmacross, Co. Monaghan","90000Lurgans, Carrickmacross, Co. Monaghan",2,1,Co. Monaghan,
8569," €275,000.00 ","200 Kilworth Road, Drimnagh, Dublin 12",,1,,Co. Dublin,
8570," €315,000.00 ","27 Windmill Avenue, Crumlin, Dublin 12",,1,,Co. Dublin,
8571," €79,000.00 ","31 Lisnaboley, Claremorris, Co. Mayo",,1,,Co. Mayo,
8572," €245,000.00 ","189 Connolly Road, Ballyphehane, Co. Cork",,1,,Co. Cork,
8573," €845,000.00 ","Apartment 28, House 1, Linden Square, Blackrock, Co. Dublin",,1,,Co. Dublin,
8574," €275,000.00 ","31 Standhouse Lawns, Newbridge, Co. Kildare",,1,,Co. Kildare,
8575," €80,000.00 ","Site at Staunton, Ballysimon, Co. Limerick",,1,,Co. Limerick,
8576," €310,000.00 ","47 Commons Road, Clondalkin, Dublin 22",,1,,Co. Dublin,
8577," €525,000.00 ","Staleen Road, Donore, Co. Meath",,1,,Co. Meath,
8578," €500,000.00 ","Development Site, Saint Martins, Barretts Lane, Bishopstown, Co. Cork",,1,,Co. Cork,
8579," €160,000.00 ","6 High Street, Bagenalstown, Carlow Town, Co. Carlow",,1,,Co. Carlow,
8580," €150,000.00 ","Ballinena, Newcastle West, Co. Limerick","150000Ballinena, Newcastle West, Co. Limerick",2,1,Co. Limerick,
8581," €249,000.00 ","163 The Glen, Kilnacourt Woods, Portarlington, Co. Laois",,1,,Co. Laois,
8582," €165,000.00 ","84 Church Hill, Dunlavin, Co. Wicklow",,1,,Co. Wicklow,
8583," €570,000.00 ","Loughane, Ladysbridge, Co. Cork",,1,,Co. Cork,
8584," €40,000.00 ","Cloughanover, Headford, Co. Galway",,1,,Co. Galway,
8585," €1,375,000.00 ","12a Carrickbrack Road, Sutton, Dublin 13",,1,,Co. Dublin,
8586," €189,000.00 ","37 Dromin Green, Listowel, Co. Kerry",,1,,Co. Kerry,
8587," €285,000.00 ","18 Saint Teresa's Terrace, Edenderry, Co. Offaly",,1,,Co. Offaly,
8588," €275,000.00 ","Hilltop, Leitrim, Cree, Co. Clare",,1,,Co. Clare,
8589," €300,000.00 ","Apartment 20, Blackrock House, Blackrock, Co. Cork",,1,,Co. Cork,
8590," €575,000.00 ","203 Kilmacud Road Upper, Stillorgan, Co. Dublin",,1,,Co. Dublin,
8591," €249,950.00 ","11 Carrigmore Grove, Aylesbury, Aylesbury, Dublin 24",,1,,Co. Dublin,
1432," €40,000.00 ","Cloongoonagh, Ballyhaunis, Co. Mayo","40000Cloongoonagh, Ballyhaunis, Co. Mayo",2,2,Co. Mayo,
8593," €69,000.00 ","Drummans, Glenade, Co. Leitrim",,1,,Co. Leitrim,
8594," €240,000.00 ","13 Forge Park, Oakpark, Tralee, Co. Kerry",,1,,Co. Kerry,
8595," €550,000.00 ","Apartment 30, Earlsfort Court, Dublin 2",,1,,Co. Dublin,
8596," €315,000.00 ","42 Suir Road, Kilmainham, Kilmainham, Dublin 8",,1,,Co. Dublin,
8597," €165,000.00 ","Rooskey Lodge, Rooskey, Fahan, Co. Donegal",,1,,Co. Donegal,
8598," €555,000.00 ","70 Churchview Road, Killiney, Co. Dublin",,1,,Co. Dublin,
8599," €399,000.00 ","Castlegate 19 Lord Edward St, Dublin 2",,1,,Co. Dublin,
8600," €375,000.00 ","Development Land, Bridge Road, Belmullet, Co. Mayo",,1,,Co. Mayo,
8601," €160,000.00 ","1 Hattersley Park, Carndonagh, Co. Donegal",,1,,Co. Donegal,
1470," €40,000.00 ","Cloongoonagh, Ballyhaunis, Co. Mayo","40000Cloongoonagh, Ballyhaunis, Co. Mayo",2,2,Co. Mayo,
8603," €750,000.00 ","7 St Brigid's Road Upper, Drumcondra, Dublin 9",,1,,Co. Dublin,
8604," €335,000.00 ","9 Rosewood, Ballincollig, Co. Cork",,1,,Co. Cork,
8605," €120,000.00 ","Ballydonagh More, Midleton, Co. Cork",,1,,Co. Cork,
10967," €165,000.00 ","Cloonlara, Swinford, Co. Mayo","165000Cloonlara, Swinford, Co. Mayo",2,2,Co. Mayo,
8607," €375,000.00 ","Cloonmacken, Ennis, Co. Clare",,1,,Co. Clare,
8608," €310,000.00 ","39 Holywell Way, Swords, Co. Dublin",,1,,Co. Dublin,
8609," €125,000.00 ","Ballinamona, Ballaghkeen, Co. Wexford",,1,,Co. Wexford,
8610," €189,000.00 ","6 Green View Terrace, Tralee, Co. Kerry",,1,,Co. Kerry,
8611," €275,000.00 ","5 Donscourt, Bishopstown, Bishopstown, Co. Cork",,1,,Co. Cork,
8612," €285,000.00 ","71 The Hermitage, Borris Road, Portlaoise, Co. Laois",,1,,Co. Laois,
8613," €225,000.00 ","11 Slade Castle Walk, Saggart, Co. Dublin",,1,,Co. Dublin,
8614," €249,000.00 ","Omega Cottage, Omega Cottage, Bohacogram, Sneem, Co. Kerry",,1,,Co. Kerry,
8615," €260,000.00 ","10 Bolbrook Close, Tallaght, Dublin 24",,1,,Co. Dublin,
11952," €165,000.00 ","Cloonlara, Swinford, Co. Mayo","165000Cloonlara, Swinford, Co. Mayo",2,2,Co. Mayo,
8617," €385,000.00 ","3 Grove Mews, Schull, Co. Cork",,1,,Co. Cork,
8618," €300,000.00 ","Ardrew, Athy, Co. Kildare",,1,,Co. Kildare,
8619," €385,000.00 ","569 Nicholastown, Athy, Co. Kildare",,1,,Co. Kildare,
8621," €149,950.00 ","18 Abbeybrook Garden, Kilbeggan, Co. Westmeath",,1,,Co. Westmeath,
8622," €295,000.00 ","8 Chapel Farm Copse, Lusk, Co. Dublin",,1,,Co. Dublin,
8624," €165,000.00 ","6 Mandeville Terrace, Bandon Road, Kinsale, Co. Cork",,1,,Co. Cork,
8625," €185,000.00 ","1 Fenit Atlantic Homes, Fenit, Co. Kerry",,1,,Co. Kerry,
8626," €175,000.00 ","7 Crushrod Avenue, Drogheda, Co. Louth",,1,,Co. Louth,
8627," €190,000.00 ","11 Saint Etchen's Court, Kinnegad, Co. Westmeath",,1,,Co. Westmeath,
8628," €169,000.00 ","40 Ascal A TrÃ­, Yellowbatter, Drogheda, Co. Louth",,1,,Co. Louth,
8629," €675,000.00 ","Leaburn House, Rathmullan Road, Drogheda, Co. Louth",,1,,Co. Louth,
8630," €225,000.00 ","Hazelhill, Ballyhaunis, Co. Mayo",,1,,Co. Mayo,
8631," €375,000.00 ","Ardfield, Ballyre, Killeagh, Co. Cork",,1,,Co. Cork,
8632," €850,000.00 ","Blue Rock, Killough Lower, Kilmacanogue, Co. Wicklow",,1,,Co. Wicklow,
8633," €250,000.00 ","Castle Street, Cloghan, Co. Offaly",,1,,Co. Offaly,
8634," €80,000.00 ","29 Grattan Park Site, Mountbellew, Co. Galway",,1,,Co. Galway,
8635," €175,000.00 ","41 Ayrhill Court, Roscrea, Co. Tipperary",,1,,Co. Tipperary,
8636," €249,000.00 ","Aran View, Dunmore, Doonbeg, Co. Clare",,1,,Co. Clare,
8637," €1,350,000.00 ","27 Frascati Park, Blackrock, Co. Dublin",,1,,Co. Dublin,
8638," €219,000.00 ","1 BÃ³thar Ã‰anna, Carrickmacross, Co. Monaghan",,1,,Co. Monaghan,
8639," €250,000.00 ","Iveragh Terrace Cable Station Waterville, Waterville, Co. Kerry",,1,,Co. Kerry,
8642," €360,000.00 ","3, Rossnowlagh, Co. Donegal",,1,,Co. Donegal,
8643," €399,950.00 ","14C Poplar Row, Ballybough, Dublin 3",,1,,Co. Dublin,
8644," €50,000.00 ","Ballyfarna, Belcarra, Co. Mayo",,1,,Co. Mayo,
8645," €38,500.00 ","Drumnacross, Drumkeen, Co. Donegal","38500Drumnacross, Drumkeen, Co. Donegal",2,1,Co. Donegal,
8646," €235,000.00 ","98 Coill TÃ­re, Doughiska, Co. Galway",,1,,Co. Galway,
8647," €475,000.00 ","Saint Martin, 123 Corrib Road, Terenure, Dublin 6",,1,,Co. Dublin,
8648," €375,000.00 ","Cloonmackan, Inagh, Ennis, Co. Clare",,1,,Co. Clare,
8650," €65,000.00 ","Hill View, Gortahork, Co. Donegal",,1,,Co. Donegal,
8651," €143,000.00 ","3 Slaney Mews, Hospital Lane, Enniscorthy, Co. Wexford",,1,,Co. Wexford,
8652," €160,000.00 ","4 Oakwood, The Paddock, Enniscorthy, Co. Wexford",,1,,Co. Wexford,
8653," €240,000.00 ","Hillview, Main Street, Blanchardstown, Dublin 15",,1,,Co. Dublin,
8654," €240,000.00 ","7 Shanavine, Seafield, Youghal, Co. Cork",,1,,Co. Cork,
8656," €160,000.00 ","Gleninagh, Ballyvaughan, Co. Clare",,1,,Co. Clare,
8657," €150,000.00 ","4 Conabury Close, Castleblayney, Co. Monaghan",,1,,Co. Monaghan,
8658," €174,950.00 ","Apartment 19, Chieftain's Lodge, Balbriggan, Co. Dublin",,1,,Co. Dublin,
8659," €395,000.00 ","La Nua Gubbeen, Schull, Co. Cork",,1,,Co. Cork,
8660," €350,000.00 ","Woodview, Wood Road, Dromore, Mallow, Co. Cork",,1,,Co. Cork,
8661," €325,000.00 ","DOOR TECK, Kilconnell, Kilmacrenan, Co. Donegal",,1,,Co. Donegal,
8662," €485,000.00 ","Rathlumber, Edenderry, Co. Offaly",,1,,Co. Offaly,
8663," €475,000.00 ","76 Priory Wood, Donabate, Co. Dublin",,1,,Co. Dublin,
8664," €300,000.00 ","Apartment 83, Newmarket Square, Dublin 8",,1,,Co. Dublin,
8665," €100,000.00 ","7 Quill Street, Tralee, Co. Kerry",,1,,Co. Kerry,
8666," €150,000.00 ","Newtown, Cullahill, Co. Laois",,1,,Co. Laois,
8667," €209,950.00 ","16 Deerpark Square, Tallaght, Dublin 24",,1,,Co. Dublin,
8668," €295,000.00 ","23 Milners Square Shanowen Road Santry Dublin 9, Santry, Dublin 9",,1,,Co. Dublin,
8669," €695,000.00 ","Ballyknock Lower, Kilgobnet, Co. Waterford",,1,,Co. Waterford,
8670," €259,000.00 ","1 An ClochÃ¡n, Kilcrohane, Co. Cork",,1,,Co. Cork,
8671," €375,000.00 ","The Barracks, Morriscastle, Kilmuckridge, Co. Wexford",,1,,Co. Wexford,
8672," €224,950.00 ","Apartment 5, Hayworth Court, Ongar, Dublin 15",,1,,Co. Dublin,
8673," €600,000.00 ","Ballingall, Granard, Co. Longford",,1,,Co. Longford,
8674," €120,000.00 ","Flag Road, Miltown Malbay, Co. Clare",,1,,Co. Clare,
8675," €225,000.00 ","Gransha Lower, Castlemaine, Co. Kerry",,1,,Co. Kerry,
8676," €240,000.00 ","4 River Bank Lodges, Killorglin, Co. Kerry",,1,,Co. Kerry,
8677," €350,000.00 ","LITTLE MIRACLES, 6 Ashleigh Heights, Drogheda, Co. Louth",,1,,Co. Louth,
8678," €595,000.00 ","Kilnaglory, Ovens, Co. Cork",,1,,Co. Cork,
8679," €100,000.00 ","Lake Big, Rosslare Strand, Co. Wexford",,1,,Co. Wexford,
