,price,address,price_address_concat,count_address,duplicate,county_1,manual_label
3064," €345,000.00 ","75 Meadow Grove Estate, Blackrock, Blackrock, Co. Cork",,1,,Co. Cork,
3065," €140,000.00 ","12 Church Street, Milltown, Co. Kerry",,1,,Co. Kerry,
3066," €45,000.00 ","Glendree, Tulla, Co. Clare",,1,,Co. Clare,
3067," €25,000.00 ","Montiagh, Claregalway, Co. Galway",,1,,Co. Galway,
3068," €420,000.00 ","Valmar, Killyvane, Monaghan, Co. Monaghan",,1,,Co. Monaghan,
3069," €85,000.00 ","Chapel Road, Foxford, Co. Mayo",,1,,Co. Mayo,
3070," €95,000.00 ","Claremont House, Garvary, Moyne, Co. Longford",,1,,Co. Longford,
3071," €165,000.00 ","Prospect, Puckane, Nenagh, Co. Tipperary",,1,,Co. Tipperary,
3072," €295,000.00 ","1 Carrigmore Oak, Citywest, Co. Dublin",,1,,Co. Dublin,
3073," €120,000.00 ","416 Ashbrook, Tom Bellew Avenue, Dundalk, Co. Louth",,1,,Co. Louth,
3074," €140,000.00 ","Apartment 3B, An Dun, Church Road, Raheen, Co. Limerick",,1,,Co. Limerick,
3075," €225,000.00 ","22 Belfry Square, Citywest, Co. Dublin",,1,,Co. Dublin,
3076," €280,000.00 ","10 & 10A Dun na Riogh Glen, Naas, Co. Kildare",,1,,Co. Kildare,
3077," €140,000.00 ","3 Corrib House, Willow Park, Shantalla, Co. Galway",,1,,Co. Galway,
3078," €110,000.00 ","Apartment 15, De Vesci Court, Fairgreen, Portlaoise, Co. Laois",,1,,Co. Laois,
3079," €20,000.00 ","13 Ship Street, Drogheda, Co. Louth",,1,,Co. Louth,
3080," €39,000.00 ","Meenahinnis, Cross Roads, Co. Donegal",,1,,Co. Donegal,
3081," €60,000.00 ","5.19 Acres, Knockinane West, Kilcummin, Killarney, Co. Kerry",,1,,Co. Kerry,
3082," €195,000.00 ","Robin's Cottage, Tubrid, Cahir, Co. Tipperary",,1,,Co. Tipperary,
3083," €265,000.00 ","147 Brooklands, Clane, Co. Kildare",,1,,Co. Kildare,
3084," €320,000.00 ","Apartment 16, Huxley Court, Cork Street, Dublin 8",,1,,Co. Dublin,
3085," €45,000.00 ","Forgney, Ballymahon, Co. Longford",,1,,Co. Longford,
3086," €25,000.00 ","Canbrack, Kiltimagh, Co. Mayo",,1,,Co. Mayo,
3087," €95,000.00 ","Gortroe, Corrandulla, Co. Galway",,1,,Co. Galway,
3088," €275,000.00 ","7 Cluain CaisleÃ¡n, Ferns, Co. Wexford",,1,,Co. Wexford,
3089," €275,000.00 ","12A Railway Avenue, Inchicore, Inchicore, Dublin 8",,1,,Co. Dublin,
3090," €265,000.00 ","38 Willison Meadows, Blarney, Co. Cork",,1,,Co. Cork,
3091," €330,000.00 ","33 Ardfield Grove, Grange, Grange, Co. Cork",,1,,Co. Cork,
3092," €224,950.00 ","79 Abbyfield, Ballitore, Co. Kildare",,1,,Co. Kildare,
3093," €325,000.00 ","Glanbeg, Caherdaniel, Co. Kerry",,1,,Co. Kerry,
3094," €255,000.00 ","18 Foxfield, Carrickmacross, Co. Monaghan",,1,,Co. Monaghan,
3095," €230,000.00 ","Units 2 and 3, Preston Gate, Offaly Street, Athy, Co. Kildare",,1,,Co. Kildare,
3096," €135,000.00 ","31 Moyderwell, Tralee, Co. Kerry",,1,,Co. Kerry,
3097," €190,000.00 ","Haggard, Glenmore, Co. Kilkenny",,1,,Co. Kilkenny,
3098," €150,000.00 ","32 Cairns Drive, Sligo, Co. Sligo",,1,,Co. Sligo,
3099," €449,000.00 ","432A Courtown Road, Kildare, Co. Kildare",,1,,Co. Kildare,
3100," €289,000.00 ","26, 27, 28 Corr An Tobhair, Ballybay Road, Carrickmacross, Co. Monaghan",,1,,Co. Monaghan,
3101," €195,000.00 ","15 Blackcastle Lodge, Flower Hill, Navan, Co. Meath",,1,,Co. Meath,
3102," €295,000.00 ","29 Glassan, Claureen, Ennis, Co. Clare",,1,,Co. Clare,
3103," €225,000.00 ","13 Lower Duhallow Park, Mallow, Co. Cork",,1,,Co. Cork,
3104," €400,000.00 ","57 The Grange, Raheen, Raheen, Co. Limerick",,1,,Co. Limerick,
3105," €175,000.00 ","3 Saint Aidan's Crescent, Wexford Town, Co. Wexford",,1,,Co. Wexford,
3106," €135,000.00 ","59 Dunbeag, Newport Road, Castlebar, Co. Mayo",,1,,Co. Mayo,
3107," €225,000.00 ","Apartment 44, Kilcross Square, Sandyford, Dublin 18",,1,,Co. Dublin,
3108," €334,950.00 ","84 Holly Court, Ballybrack, Co. Dublin",,1,,Co. Dublin,
3109," €55,000.00 ","Gowlaun, Kilkelly, Co. Mayo",,1,,Co. Mayo,
3111," €585,000.00 ","Kilcorral, Castlebridge, Co. Wexford",,1,,Co. Wexford,
3112," €500,000.00 ","Moyglass, Fethard, Co. Tipperary","500000Moyglass, Fethard, Co. Tipperary",2,1,Co. Tipperary,
3113," €595,000.00 ","14 Limekiln Park, Manor Estate, Terenure, Dublin 12",,1,,Co. Dublin,
3115," €320,000.00 ","34 Hawthorn Manor, Coill Dubh, Co. Kildare",,1,,Co. Kildare,
3116," €475,000.00 ","37 Seapoint Court, Bray, Co. Wicklow",,1,,Co. Wicklow,
3117," €400,000.00 ","57 The Grange, Raheen, Co. Limerick",,1,,Co. Limerick,
3118," €170,000.00 ","7 Riverside Rise, Rushbrooke Links, Cobh, Co. Cork",,1,,Co. Cork,
3119," €165,000.00 ","60 Rockbrook Lawn, Mallow, Co. Cork",,1,,Co. Cork,
3120," €95,000.00 ","Gearha Cottage (Folio KY44343F), Sneem, Co. Kerry",,1,,Co. Kerry,
9561," €215,000.00 ","3 Carrickataskin, Derrybeg, Co. Donegal","2150003 Carrickataskin, Derrybeg, Co. Donegal",2,2,Co. Donegal,
3122," €115,000.00 ","10 Macghamhna Road, Carlow Town, Co. Carlow",,1,,Co. Carlow,
3123," €59,000.00 ","Gurtdromosillihy, Moyvane, Co. Kerry",,1,,Co. Kerry,
3124," €310,000.00 ","24 CÃºirt Cregg, Galway Road, Clifden, Co. Galway",,1,,Co. Galway,
3125," €165,000.00 ","19 Killylastin Heights, Letterkenny, Co. Donegal",,1,,Co. Donegal,
3126," €325,000.00 ","4 Foxborough, Castlebridge, Co. Wexford",,1,,Co. Wexford,
3127," €295,000.00 ","Apartment 66, Saint James's Woods, Kilmainham, Dublin 8",,1,,Co. Dublin,
3128," €350,000.00 ","1 Hayestown, Rush, Co. Dublin",,1,,Co. Dublin,
3129," €295,000.00 ","Derrylackey, Mullinavat, Co. Kilkenny",,1,,Co. Kilkenny,
3130," €210,000.00 ","49 Manor Street, Co. Waterford",,1,,Co. Waterford,
3131," €650,000.00 ","'Tara', Tara Hill, Tara Hill, Co. Wexford",,1,,Co. Wexford,
3132," €224,950.00 ","20 Druid Court, Poppintree, Ballymun, Dublin 9",,1,,Co. Dublin,
3133," €260,000.00 ","178 Forest Park, Drogheda, Co. Louth",,1,,Co. Louth,
3134," €1,050,000.00 ","2 Warren Lodge, Sutton, Dublin 13",,1,,Co. Dublin,
3135," €190,000.00 ","Keadue West, Keadue, Co. Roscommon",,1,,Co. Roscommon,
3136," €245,000.00 ","16 Garran Ard, Doughiska, Co. Galway",,1,,Co. Galway,
3137," €124,500.00 ","103 Gleann Riada, Longford Town, Co. Longford",,1,,Co. Longford,
3138," €249,000.00 ","62 Cluain CaisleÃ¡n, Ferns, Co. Wexford",,1,,Co. Wexford,
3139," €275,000.00 ","Oberstown, Tara, Co. Meath",,1,,Co. Meath,
3140," €250,000.00 ","Apartment 2, Temple Lawn, Blackrock, Co. Cork",,1,,Co. Cork,
3141," €180,000.00 ","7 Lynden Court, Ballyfin Road, Portlaoise, Co. Laois",,1,,Co. Laois,
3142," €250,000.00 ","22 Hawthorn Drive, Tullow, Co. Carlow",,1,,Co. Carlow,
3143," €60,000.00 ","Ballinorig, Tralee, Co. Kerry",,1,,Co. Kerry,
3144," €329,950.00 ","Mullynadrumman, Mohill, Co. Leitrim",,1,,Co. Leitrim,
3145," €35,000.00 ","Meelickmore, Claremorris, Co. Mayo",,1,,Co. Mayo,
3146," €235,000.00 ","50 The Oaks, Liscreagh, Murroe, Co. Limerick",,1,,Co. Limerick,
3147," €170,000.00 ","Apartment 11, Ellensborough Lodge, Kiltipper Road, Kiltipper, Dublin 24",,1,,Co. Dublin,
3148," €150,000.00 ","2 Clounts Cross, Rathmore, Co. Kerry",,1,,Co. Kerry,
3149," €175,000.00 ","29 Cois Farraige, Whitegate, Co. Cork",,1,,Co. Cork,
3150," €180,000.00 ","9 Cluain Ard, Ballybrit, Co. Galway",,1,,Co. Galway,
3151," €175,000.00 ","34 Cois Farraige, Whitegate, Co. Cork",,1,,Co. Cork,
3152," €200,000.00 ","Apartment 6, The Bridge, Dungarvan, Co. Waterford",,1,,Co. Waterford,
3153," €215,000.00 ","6 Silverwood, Mountmellick, Co. Laois",,1,,Co. Laois,
3154," €145,000.00 ","Courthill, Borrisokane, Co. Tipperary",,1,,Co. Tipperary,
3155," €775,000.00 ","13 Glencairn Road, The Gallops, Leopardstown, Dublin 18",,1,,Co. Dublin,
3156," €450,000.00 ","73 Brandon Square, Waterville, Blanchardstown, Dublin 15",,1,,Co. Dublin,
3157," €495,000.00 ","15 Valley View, Grange Manor, Ovens, Co. Cork",,1,,Co. Cork,
3158," €100,000.00 ","12 Willowbrook, Fethard Road, Cashel, Co. Tipperary",,1,,Co. Tipperary,
3159," €2,850,000.00 ","29 Alma Road, Monkstown, Co. Dublin",,1,,Co. Dublin,
3160," €700,000.00 ","Kilmoreen, Kildimo, Co. Limerick",,1,,Co. Limerick,
3161," €375,000.00 ","Derryclough Farmhouse, Ballingarry, Co. Limerick",,1,,Co. Limerick,
3162," €290,000.00 ","Clashacollaire, Callan, Co. Kilkenny",,1,,Co. Kilkenny,
3163," €150,000.00 ","15 Cloonmore Gardens, Tallaght, Dublin 24",,1,,Co. Dublin,
3164," €370,000.00 ","33 Ferncourt Green, Firhouse, Dublin 24",,1,,Co. Dublin,
3165," €375,000.00 ","47 Main Street, Howth, Dublin 13",,1,,Co. Dublin,
3166," €445,000.00 ","Ashmore House, Porterstown Lane, Ratoath, Co. Meath",,1,,Co. Meath,
3167," €355,000.00 ","14 Carabullawn, Lower Park, Corbally, Co. Limerick",,1,,Co. Limerick,
3168," €230,000.00 ","69B The Lawns, Abbeylands, Clane, Co. Kildare",,1,,Co. Kildare,
3169," €495,000.00 ","Ballycaghan, Kilcock, Co. Kildare",,1,,Co. Kildare,
3170," €60,000.00 ","Church View, Fairymount, Frenchpark, Co. Roscommon",,1,,Co. Roscommon,
3171," €145,000.00 ","8 Highgate, Drumbane, Birr, Co. Offaly",,1,,Co. Offaly,
3172," €60,000.00 ","9 McCreanors Terrace, Ardee, Co. Louth",,1,,Co. Louth,
3173," €65,000.00 ","Clooneylyons (Folio RN34090F), Strokestown, Co. Roscommon",,1,,Co. Roscommon,
3174," €275,000.00 ","2 The Links, Abbeylands, Arklow, Co. Wicklow",,1,,Co. Wicklow,
3175," €245,000.00 ","1 The Woods, Rathdrum, Co. Wicklow",,1,,Co. Wicklow,
3176," €80,000.00 ","33 Chestnut Grove, Letterkenny, Co. Donegal",,1,,Co. Donegal,
3177," €195,000.00 ","4 Orchard Grove, Elphin, Co. Roscommon",,1,,Co. Roscommon,
3178," €165,000.00 ","Apartment 39, Bastion Quay, Athlone, Co. Westmeath",,1,,Co. Westmeath,
3179," €265,000.00 ","Rathlihen, Mountbolus, Co. Offaly",,1,,Co. Offaly,
3180," €200,000.00 ","7 Fountain Hill, Drogheda, Co. Louth",,1,,Co. Louth,
3181," €495,000.00 ","69 St Marys Park, Walkinstown, Dublin 12",,1,,Co. Dublin,
3182," €895,000.00 ","8 Upper Carysfort Avenue Blackrock, Blackrock, Co. Dublin",,1,,Co. Dublin,
3183," €1,050,000.00 ","8 Beaumont Gardens Blackrock, Blackrock, Co. Dublin",,1,,Co. Dublin,
3184," €3,450,000.00 ","Woodford Booterstown Park Booterstown, Booterstown, Co. Dublin",,1,,Co. Dublin,
3185," €975,000.00 ","63 Haddington Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4",,1,,Co. Dublin,
3186," €345,000.00 ","58 Bantry Square, Blanchardstown, Dublin 15",,1,,Co. Dublin,
3187," €52,000.00 ","Gola Island, Bunbeg, Co. Donegal","52000Gola Island, Bunbeg, Co. Donegal",2,1,Co. Donegal,
3188," €229,000.00 ","15 Templemichael Glebe, Longford Town, Co. Longford",,1,,Co. Longford,
3189," €975,000.00 ","Tambou, Clonskeagh Road, Clonskeagh, Dublin 14","975000Tambou, Clonskeagh Road, Clonskeagh, Dublin 14",2,1,Co. Dublin,
3190," €680,000.00 ","Tambou, Clonskeagh Road, Clonskeagh, Dublin 14","680000Tambou, Clonskeagh Road, Clonskeagh, Dublin 14",2,1,Co. Dublin,
3191," €395,000.00 ","Grangeclare, Kilmeage, Co. Kildare",,1,,Co. Kildare,
3192," €465,000.00 ","Cullenhue, Newtown Road, Wexford Town, Co. Wexford",,1,,Co. Wexford,
3193," €150,000.00 ","Streamsforth House, Streamsforth, Ballinasloe, Co. Galway",,1,,Co. Galway,
3194," €547,500.00 ","27 Jigginstown Green, Naas, Co. Kildare",,1,,Co. Kildare,
3195," €1,675,000.00 ","32 Waterloo Road, Ballsbridge, Dublin 4",,1,,Co. Dublin,
3196," €150,000.00 ","Barn Owl Cottage, Coolacussane, Dundrum, Co. Tipperary",,1,,Co. Tipperary,
3197," €350,000.00 ","The Rectory, Old Golflinks Road, Blackrock, Co. Louth",,1,,Co. Louth,
3198," €415,000.00 ","43 Oldbawn Avenue, Old Bawn, Tallaght, Dublin 24",,1,,Co. Dublin,
3199," €1,245,000.00 ","12 Londonbridge Road, Sandymount, Sandymount, Dublin 4",,1,,Co. Dublin,
3200," €150,000.00 ","24 Castlehill Park, Turlough Road, Castlebar, Co. Mayo",,1,,Co. Mayo,
3201," €825,000.00 ","Ballydaniel, Camolin, Gorey, Co. Wexford",,1,,Co. Wexford,
3202," €675,000.00 ","27 Avondale Lawn, Blackrock, Co. Dublin",,1,,Co. Dublin,
3203," €265,000.00 ","1 Millrace Mews, Chapel Street, Bandon, Co. Cork",,1,,Co. Cork,
3204," €190,000.00 ","21 Strawberry Hill, Enniscorthy, Co. Wexford",,1,,Co. Wexford,
3205," €265,000.00 ","7 Ruanbeg Drive, Ruanbeg Manor, Kildare, Co. Kildare",,1,,Co. Kildare,
3206," €410,000.00 ","Moorehill, Brannockstown, Kilcullen, Co. Kildare",,1,,Co. Kildare,
3207," €1,295,000.00 ","Lisheen, 2, Claremont Pines, Carrickmines, Dublin 18",,1,,Co. Dublin,
3208," €350,000.00 ","Derrykinlough, Kiltimagh, Co. Mayo",,1,,Co. Mayo,
3210," €295,000.00 ","16 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",,1,,Co. Dublin,
3211," €20,000.00 ","Marystown, Castlerea, Ballinlough, Co. Roscommon",,1,,Co. Roscommon,
3212," €100,000.00 ","New Street, Sneem, Co. Kerry",,1,,Co. Kerry,
3213," €260,000.00 ","13 Russell Lawn, Dooradoyle, Co. Limerick",,1,,Co. Limerick,
3214," €165,000.00 ","Gortatober, Headford, Co. Galway",,1,,Co. Galway,
3215," €35,000.00 ","Minna, Inverin, Co. Galway",,1,,Co. Galway,
3216," €50,000.00 ","Parke, Cloonboo, Co. Galway",,1,,Co. Galway,
3217," €40,000.00 ","Dalgan Demesne, Shrule, Co. Galway",,1,,Co. Galway,
3218," €40,000.00 ","Dalgan Park, Shrule, Co. Galway",,1,,Co. Galway,
3221," €225,000.00 ","Pound Street, Dunfanaghy, Co. Donegal",,1,,Co. Donegal,
3222," €225,000.00 ","Apartment 18, Grove Garden, Blanchardstown, Dublin 15",,1,,Co. Dublin,
3223," €249,950.00 ","7 Doyle Road, Turners Cross, Turners Cross, Co. Cork",,1,,Co. Cork,
3224," €295,000.00 ","27 Saint Edmunds Park, Lucan, Co. Dublin",,1,,Co. Dublin,
3225," €124,950.00 ","Apartment 15, The Deck, Mullingar, Co. Westmeath",,1,,Co. Westmeath,
3226," €145,000.00 ","Apartment 3, Dunamaise Court, Portlaoise, Co. Laois",,1,,Co. Laois,
3228," €220,000.00 ","15 Highfields, Wexford Town, Co. Wexford",,1,,Co. Wexford,
3229," €295,000.00 ","Ballydarrig (Folio KY11462), Caherciveen, Cahersiveen, Co. Kerry",,1,,Co. Kerry,
3230," €135,000.00 ","Apartment 101, Castlecourt, Broad Street, Co. Limerick",,1,,Co. Limerick,
3231," €195,000.00 ","13 Ard Evan, Monasterevin, Co. Kildare",,1,,Co. Kildare,
3232," €210,000.00 ","115 Portersfield, Clonsilla Road, Clonsilla, Dublin 15",,1,,Co. Dublin,
3233," €895,000.00 ","Hawthorn Hill 18 Temple Park Ave Blackrock, Blackrock, Co. Dublin",,1,,Co. Dublin,
3234," €240,000.00 ","Apartment 144, Block 4, Parklands, Northwood, Santry, Dublin 9",,1,,Co. Dublin,
3235," €229,000.00 ","30 Green Isle Court, Clondalkin, Clondalkin, Dublin 22",,1,,Co. Dublin,
3236," €110,000.00 ","Derryherk, Knockvicar, Boyle, Co. Roscommon",,1,,Co. Roscommon,
3237," €150,000.00 ","The Presbytery, Boola, Lackaroe, Co. Waterford",,1,,Co. Waterford,
3238," €149,000.00 ","7 Thomas Hill, Co. Waterford",,1,,Co. Waterford,
3239," €175,000.00 ","79 Carleton Village, Youghal, Co. Cork",,1,,Co. Cork,
3240," €130,000.00 ","42 Mourne View Hall, Dublin Road, Dundalk, Co. Louth",,1,,Co. Louth,
3241," €279,000.00 ","135 Knockaphunta Park, Westport Road, Castlebar, Co. Mayo",,1,,Co. Mayo,
3242," €350,000.00 ","Glencar Scotch, Letterkenny, Co. Donegal",,1,,Co. Donegal,
3243," €55,000.00 ","Carrowtawny Ballinacarrow Co Sligo, Ballinacarrow, Co. Sligo",,1,,Co. Sligo,
3244," €230,000.00 ","26 Castlerock Mews, Castleconnell, Co. Limerick",,1,,Co. Limerick,
3245," €249,950.00 ","Apartment 39, The Eden, Prospect Hill, Finglas, Dublin 11",,1,,Co. Dublin,
3246," €995,000.00 ","1 Greythorn Park, Glenageary, Co. Dublin",,1,,Co. Dublin,
3247," €375,000.00 ","47 Coldwell Street, Glasthule, Co. Dublin",,1,,Co. Dublin,
3248," €3,450,000.00 ","Woodford, Booterstown Park, Booterstown, Co. Dublin",,1,,Co. Dublin,
3249," €450,000.00 ","9 Garristown Orchard, Garristown, Co. Dublin",,1,,Co. Dublin,
3250," €410,000.00 ","Moorehill, Brannockstown, Naas, Co. Kildare",,1,,Co. Kildare,
3251," €120,000.00 ","Mason Island, Carna, Co. Galway",,1,,Co. Galway,
3252," €275,000.00 ","Teach An Chloic, Killateeaun, Tourmakeady, Co. Mayo",,1,,Co. Mayo,
3253," €135,000.00 ","Lough Ernie Park, Inchycullane, Killarney, Co. Kerry",,1,,Co. Kerry,
3254," €360,000.00 ","The Avenue, Ballyclare, Ferbane, Co. Offaly","360000The Avenue, Ballyclare, Ferbane, Co. Offaly",2,1,Co. Offaly,
3255," €85,000.00 ","Coolnageragh, Scartaglin, Co. Kerry",,1,,Co. Kerry,
3256," €199,000.00 ","Apartment 83, Rath Geal, Clondalkin, Dublin 22",,1,,Co. Dublin,
3258," €125,000.00 ","20 River Walk, Rooskey, Co. Roscommon",,1,,Co. Roscommon,
3259," €410,000.00 ","45 The Drive, Woodbrook Glen, Bray",,1,,Co. Wicklow,Co. Wicklow
3260," €2,100,000.00 ","Gort na Mona, 131 Glenageary Road Upper, Glenageary, Co. Dublin",,1,,Co. Dublin,
3261," €430,000.00 ","22 Bessborough Avenue, North Strand, North Strand, Dublin 3",,1,,Co. Dublin,
3263," €90,000.00 ","Carrowmore, Cratloe, Co. Clare","90000Carrowmore, Cratloe, Co. Clare",2,1,Co. Clare,
3264," €395,000.00 ","Knockenpadden, Dunmore East, Co. Waterford",,1,,Co. Waterford,
3265," €250,000.00 ","Flat 1, 6 Mountjoy Square North, Dublin 1","250000Flat 1, 6 Mountjoy Square North, Dublin 1",2,1,Co. Dublin,
3266," €187,500.00 ","24 Cosby Avenue, Fairgreen, Portlaoise, Co. Laois",,1,,Co. Laois,
3267," €395,000.00 ","6 The Grove, Carraig Rua, Killeens, Co. Cork",,1,,Co. Cork,
3269," €249,500.00 ","26 Victoria Avenue, Co. Cork",,1,,Co. Cork,
3271," €230,000.00 ","3 Glengarriff Harbour Cottages, Glengarriff, Co. Cork",,1,,Co. Cork,
3272," €180,000.00 ","8 Hampstead Park, Shannon Banks, Corbally, Co. Limerick",,1,,Co. Limerick,
3273," €375,000.00 ","Gaulstown, Kilmacow, Co. Kilkenny",,1,,Co. Kilkenny,
3274," €134,950.00 ","Illion, Arranmore, Co. Donegal",,1,,Co. Donegal,
3275," €285,000.00 ","Ballintemple, Ardattin, Tullow, Co. Carlow",,1,,Co. Carlow,
3276," €175,000.00 ","Bohernagrisna, Ballycumber, Co. Offaly",,1,,Co. Offaly,
3277," €80,000.00 ","Brittas, Clonaslee, Co. Laois",,1,,Co. Laois,
3278," €370,000.00 ","Apartment 35, Baltrasna House, Spencer Dock, Dublin 1",,1,,Co. Dublin,
3279," €375,000.00 ","Apartment 78, Hill of Down, Spencer Dock, Dublin 1",,1,,Co. Dublin,
3280," €100,000.00 ","Screggan, Tullamore, Co. Offaly",,1,,Co. Offaly,
3281," €158,000.00 ","106 Lissadyra, Ballygaddy Road, Tuam, Co. Galway",,1,,Co. Galway,
3282," €110,000.00 ","Site 9, Ballinageeragh, Dunhill, Co. Waterford",,1,,Co. Waterford,
3283," €455,000.00 ","36 Fairways, Donabate, Co. Dublin",,1,,Co. Dublin,
3284," €260,000.00 ","1 Glengarriff Harbour Cottages, Glengarriff, Co. Cork",,1,,Co. Cork,
3285," €345,000.00 ","81 Clanmaurice Road, Donnycarney, Donnycarney, Dublin 3",,1,,Co. Dublin,
3286," €494,950.00 ","Apartment 3, Frascati Hall, Blackrock, Co. Dublin",,1,,Co. Dublin,
3287," €230,000.00 ","Apartment 25, Swan Hall, Belgard Square, Tallaght, Dublin 24",,1,,Co. Dublin,
3288," €125,000.00 ","11 Twomey Terrace, Mountmellick, Co. Laois",,1,,Co. Laois,
3289," €295,000.00 ","13 Woodville Rise, Woodville Grange, Athlone, Co. Westmeath",,1,,Co. Westmeath,
3290," €325,000.00 ","24 Ce Na Mara, Dock Road, The Docks, Co. Galway",,1,,Co. Galway,
3291," €330,000.00 ","Rose Garden, Rose Garden, Old Doughiska Road, Doughiska, Co. Galway",,1,,Co. Galway,
3292," €300,000.00 ","23 Cappanaveagh, Lenaboy Avenue, Salthill, Co. Galway",,1,,Co. Galway,
3293," €285,000.00 ","67 Seaview Heights, Merrymeeting, Rathnew, Co. Wicklow",,1,,Co. Wicklow,
3294," €595,000.00 ","32 St Enda's Road, Terenure, Dublin 6",,1,,Co. Dublin,
3295," €395,000.00 ","31 Loreto Avenue, Rathfarnham, Dublin 14",,1,,Co. Dublin,
3296," €925,000.00 ","Gleannlua, 1 The Avenue, Druids Glen, Newtownmountkennedy, Co. Wicklow",,1,,Co. Wicklow,
3297," €750,000.00 ","30 Hillcourt Road, Glenageary, Co. Dublin",,1,,Co. Dublin,
3299," €149,000.00 ","1 Church Street, Birr, Co. Offaly",,1,,Co. Offaly,
3300," €345,000.00 ","Gortnagroagh, Fahy, Co. Galway",,1,,Co. Galway,
3301," €240,000.00 ","27 Annagh Court, Waterville, Blanchardstown, Dublin 15",,1,,Co. Dublin,
3302," €220,000.00 ","Kilbaha, Kilbaha, Co. Clare",,1,,Co. Clare,
3304," €125,000.00 ","7A The Drumlins, Glenside Road, Cavan, Co. Cavan",,1,,Co. Cavan,
3305," €260,000.00 ","23 Hampton Wood Way, Saint Margaret's Road, Finglas, Dublin 11",,1,,Co. Dublin,
3306," €239,000.00 ","98 Hampton Wood Road, Finglas, Finglas, Dublin 11",,1,,Co. Dublin,
3307," €185,000.00 ","2 East Singland Road, Garryowen, Co. Limerick",,1,,Co. Limerick,
3308," €325,000.00 ","11 Ballentree Drive, Tyrrelstown, Dublin 15",,1,,Co. Dublin,
3309," €110,000.00 ","5 Beachside Mews, Riverchapel, Co. Wexford",,1,,Co. Wexford,
3310," €165,000.00 ","37 The Hawthorns, Carraroe, Co. Sligo",,1,,Co. Sligo,
3311," €150,000.00 ","25 St Johns Villas, Arklow, Co. Wicklow",,1,,Co. Wicklow,
3312," €145,000.00 ","21 Bramblewood, Kingscourt, Co. Cavan",,1,,Co. Cavan,
3313," €100,000.00 ","Lisgillock (Folio LM15879F), Aughavas, Co. Leitrim",,1,,Co. Leitrim,
3314," €155,000.00 ","Apartment 239, Chambers Park, Kilcock, Co. Kildare",,1,,Co. Kildare,
3315," €219,000.00 ","18 Avondale Hall, 151/152 Parnell Street, Dublin 1",,1,,Co. Dublin,
3316," €365,000.00 ","7 The Crescent, Gardiners Hill, St. Lukes, Co. Cork",,1,,Co. Cork,
3317," €75,000.00 ","6 Market Court, Newcastlewest, Newcastle West, Co. Limerick",,1,,Co. Limerick,
3318," €650,000.00 ","2 Boherduff, Fethard Road, Clonmel, Co. Tipperary",,1,,Co. Tipperary,
3319," €675,000.00 ","The Haven, Curraghtown, Drumree, Co. Meath",,1,,Co. Meath,
3320," €60,000.00 ","null, Kilkenny, Co. Kilkenny",,1,,Co. Kilkenny,
3321," €210,000.00 ","26 Chapel Wood, Kilmuckridge, Co. Wexford",,1,,Co. Wexford,
3322," €399,000.00 ","Koshy, Cloonacauneen, Tuam Road, Co. Galway",,1,,Co. Galway,
3323," €260,000.00 ","Wood Road, Lisnagry, Co. Limerick",,1,,Co. Limerick,
3324," €285,000.00 ","Apartment 42, Block E, Blackhall Square, Smithfield, Dublin 1",,1,,Co. Dublin,
3325," €134,950.00 ","47 Grange Village, Mullingar, Co. Westmeath",,1,,Co. Westmeath,
3326," €365,000.00 ","5 Sea Haven, Greenhill Road, Wicklow Town, Co. Wicklow",,1,,Co. Wicklow,
3327," €245,000.00 ","18 Cuirt Seoighe, Bohermore, Co. Galway",,1,,Co. Galway,
3328," €80,000.00 ","Ballyharron, Crossabeg, Co. Wexford",,1,,Co. Wexford,
3329," €425,000.00 ","2 Manor Road, Palmerstown, Palmerstown, Dublin 20",,1,,Co. Dublin,
3330," €450,000.00 ","47 Fairways Gardens, Dublin Rd, Dundalk, Co. Louth",,1,,Co. Louth,
3331," €395,000.00 ","39 Inis Mor, Fr Russell Road, Limerick, Raheen, Co. Limerick",,1,,Co. Limerick,
3332," €210,000.00 ","6 Oakfield, Tullamore, Co. Offaly",,1,,Co. Offaly,
3333," €249,950.00 ","12 St Johns, Castledermot, Co. Kildare",,1,,Co. Kildare,
3334," €350,000.00 ","Daletree View, Ballycullen, Firhouse, Dublin 24",,1,,Co. Dublin,
3335," €195,000.00 ","Derrew, Ballyhean, Castlebar, Co. Mayo",,1,,Co. Mayo,
3336," €520,000.00 ","16 Dalriada Park, Knocklyon, Dublin 16",,1,,Co. Dublin,
3337," €180,000.00 ","99 Castletown Road, Dundalk, Co. Louth",,1,,Co. Louth,
3338," €675,000.00 ","5 Foyle Road, Fairview, Drumcondra, Dublin 3",,1,,Co. Dublin,
3339," €215,000.00 ","3 Block A, The Maltings, Dublin 8",,1,,Co. Dublin,
3340," €475,000.00 ","20 Dundela Haven, Glenageary, Co. Dublin",,1,,Co. Dublin,
3341," €135,000.00 ","1 Slipper Street, Gort, Co. Galway",,1,,Co. Galway,
10106," €215,000.00 ","3 Carrickataskin, Derrybeg, Co. Donegal","2150003 Carrickataskin, Derrybeg, Co. Donegal",2,2,Co. Donegal,
