,price,address
7392,Price on Application ,"12 Mulcair Road, Raheen, Raheen, Co. Limerick"
7393,"€395,000 ","6 Ailesbury (Plus Attic Room), Shanowen Road, Santry, Dublin 9"
7394,"€265,000 ","Tara House, Slievereagh, Macroom, Co. Cork"
7395,"€525,000 ","Ballybane East, Ballydehob, Co. Cork"
7396,"€685,000 ","9 Wyattville Park, Loughlinstown, Co. Dublin"
7397,"€195,000 ","Aughavas, Co. Leitrim"
7398,"€375,000 ","1A Fumbally Lane, Dublin 8"
7399,"€274,950 ","167 Downpatrick Road, Crumlin, Dublin 12"
7400,"€75,000 ","Ballinacourty, Cappagh, Dungarvan, Co. Waterford"
7401,"€225,000 ","23 Eiscir Island, Eiscir Meadows, Tullamore, Co. Offaly"
7402,"€115,000 ","5 Bridge Street, Cahersiveen, Co. Kerry"
7403,"€385,000 ","Apartment 4, Canon Hall, Dublin 3"
7404,"€250,000 ","12 Kilmantin Hill, Wicklow Town, Co. Wicklow"
7405,"€165,000 ","4 Plunkett Court, King Street, Drogheda, Co. Louth"
7406,"€325,000 ","16 Beech Road, Fota Rock, Carrigtwohill, Co. Cork"
7407,"€645,000 ","11 Acorn Road, Dundrum, Dundrum, Dublin 14"
7408,"€290,000 ","Lavally, Ballymote, Co. Sligo"
7409,"€450,000 ","Gortatleva, Claregalway, Co. Galway"
7410,"€240,000 ","Mount st, Claremorris, Co. Mayo"
7411,"€525,000 ","Lyroe, Rylane, Macroom, Co. Cork"
7412,"€695,000 ","12 South Paddocks, Mount Juliet Estate, Thomastown, Co. Kilkenny"
7413,"€145,000 ","2 Steeple View, Upper Main Street, Dunleer, Co. Louth"
7414,Price on Application ,"Cottage, Upper Dromahane, Dromahane, Co. Cork"
7415,"€100,000 ","Cord Road, Drogheda, Co. Louth"
7416,"€799,000 ","22 Woodbine Park, Booterstown, Co. Dublin"
7417,"€295,000 ","Castlewood, Ightermurragh, Midleton, Co. Cork"
7418,"€289,000 ","3 Riverview Terrace, Spawell Road, Wexford Town, Co. Wexford"
7419,"€110,000 ","17 Carrowhubbock Village, Enniscrone, Co. Sligo"
7420,"€289,000 ","25 Ashthorn Avenue, Headford, Co. Galway"
7421,"€225,000 ","Corrneill House, 33 Saint Furseys Terrace, Blackrock, Co. Louth"
7422,"€195,000 ","601 Pier Head Apartments, Store Street, Youghal, Co. Cork"
7423,"€269,950 ","123 Dingle Road, Cabra West, Cabra, Dublin 7"
7424,"€425,000 ","Dunavon, St. Clare's Avenue, College Road, Co. Cork"
7425,"€299,000 ","1 Lohunda Grove, Clonsilla, Dublin 15"
7426,"€360,000 ","Knockataggle Beg, Kilcummin, Killarney, Co. Kerry"
7427,"€282,000 ","Ardra, Castlecomer, Co. Kilkenny"
7428,"€250,000 ","null, Ballivor, Co. Meath"
7429,"€375,000 ","Apartment 21, The Bottle Works, Dublin 4"
7430,"€525,000 ","Uanda, Ballymore, Dunshaughlin, Co. Meath"
7431,"€395,000 ","63 Ennel Court, Ballybrack, Co. Dublin"
7432,"€295,000 ","Corofin, Co. Galway"
7433,"€195,000 ","8 An Corran, Oram, Castleblayney, Co. Monaghan"
7434,"€89,000 ","Inch West, Listowel, Co. Kerry"
7435,"€282,000 ","Mary Street, Durrow, Co. Laois"
7436,"€525,000 ","7 Shandon Crescent, Phibsborough, Phibsborough, Dublin 7"
7437,Price on Application ,"Ballyhaunis Road, Claremorris, Co. Mayo"
7438,"AMV: €340,000 ","55 Stracomer Hill, Tullan Strand Road, Bundoran, Co. Donegal"
7439,Price on Application ,"Killee, Mitchelstown, Co. Cork"
7440,"AMV: €450,000 ","8 McCurtain Hill, Clonakilty, Co. Cork"
7441,"€189,500 ","Lisgorriff, Dolla, Co. Tipperary"
7442,"€360,000 ","37 Cromlech Fields, Ballybrack, Co. Dublin"
7443,"€300,000 ","2 Barrett's Hill, Bandon, Co. Cork"
7444,"€249,950 ","Aughameeny, Summerhill, Carrick-on-Shannon, Co. Leitrim"
7445,"€275,000 ","Apartment 5, Glencourt Dell, Bray, Co. Wicklow"
7446,"€545,000 ","16 Glasnevin Drive, Glasnevin, Dublin 11"
7447,"€245,000 ","142 Fortunes Lawn, Citywest, Co. Dublin"
7448,Price on Application ,"Sandhill Road, Ballybunion, Co. Kerry"
7449,"€172,500 ","2 Gleann Cryle, Abbeyfeale, Co. Limerick"
7450,"€228,500 ","18 Waterville Links, Waterville, Co. Kerry"
7451,"€95,000 ","Suirview, Kilmacomma"
7452,"€545,000 ","192a Castle View, Carrickmines, Dublin 18"
7453,"€425,000 ","12 Elgin Heights, Bray, Co. Wicklow"
7454,"€650,000 ","Hillcrest, Ballykilmore, Tyrellspass, Co. Westmeath"
7455,"€235,000 ","94 Jkl Street, Edenderry, Co. Offaly"
7456,"€305,000 ","6 Grahams Terrace, Church Street, Cobh, Co. Cork"
7457,"€115,000 ","Apartment 2, River Crescent Apartments, Tuam, Co. Galway"
7458,"€320,000 ","Ballinvana, tipperary road, Kilmallock, Co. Limerick"
7459,Price on Application ,"Ballynoate, Kilrush, Co. Clare"
7460,"€180,000 ","Main Street, Mullagh, Co. Clare"
7461,"€695,000 ","Lorna, 7 Verona Villas, Co. Limerick"
7462,"€40,000 ","Henry Hall, Coolaney, Co. Sligo"
7463,"€285,000 ","23 River Mews, Woodhaven, Castletroy, Co. Limerick"
7464,"€225,000 ","58 Rochford Park, Kill, Co. Kildare"
7465,"€117,000 ","Apartment 44, Nephin Halls, Castlebar, Co. Mayo"
7466,"€295,000 ","24 Granitefield Mews, Granitefield Manor, Dun Laoghaire, Co. Dublin"
7467,"€172,500 ","2 Gleann Cryle, Abbeyfeale, Co. Limerick"
7468,"€795,000 ","57 Dodder Road Lower, Rathfarnham, Rathfarnham, Dublin 14"
7469,"€95,000 ","35 Lord Edward Street, Co. Limerick"
7470,"€470,000 ","251 Collinswood, Collins Avenue, Collinswood, Dublin 9"
7471,"€795,000 ","The Grange, Dooroge, Ballyboughal, Co. Dublin"
7472,"€240,000 ","197 Crosbies Yard, North Strand, Dublin 3"
7473,"€795,000 ","Hillview, Hillview, 3A Monastery Cottages, Enniskerry, Co. Wicklow"
7474,"€1,500,000 ","Greenogue, 18 Woodside, Howth, Dublin 13"
7475,"€300,000 ","Seamount, Blackrock, Co. Dublin"
7476,"€399,950 ","58 Crestfield Drive, Whitehall, Dublin 9"
7477,"€1,100,000 ","Hanover 69 Churchtown Road Upper Churchtown Dublin 14, Churchtown, Dublin 14"
7478,"€375,000 ","Avoca, 10 Tramore Road, Togher (Cork City), Co. Cork"
7479,"€299,000 ","Clonbeg, Buncrana, Co. Donegal"
7480,"€520,000 ","The Family Tree, Mountarmstrong, Donadea, Co. Kildare"
7481,"€310,000 ","Cloghan, Ardcath, Co. Meath"
7482,"€510,000 ","9 Fortlands, Herbert Avenue, Ballsbridge, Dublin 4"
7483,"€290,000 ","Clonminch Road, Tullamore, Co. Offaly"
7484,"€105,000 ","Main Street, Mullagh, Co. Clare"
7485,"€100,000 ","8 Library Hall, Church Street, Tullamore, Co. Offaly"
7486,"€320,000 ","20 The Avenue, Orlynn Park, Lusk, Co. Dublin"
7487,"€545,000 ","Ballymore, Mullingar, Co. Westmeath"
7488,"€620,000 ","Ballynamanagh West, Clarinbridge, Co. Galway"
7489,"€295,000 ","9 & 10 Langford Mill, Douglas Street, Co. Cork"
7490,"€295,000 ","10 Douglas House, Maryborough Hill, Douglas, Co. Cork"
7491,"€295,000 ","Darragh More, Kilfinane, Co. Limerick"
7492,"€245,000 ","Apartment 26, Block B, South Terrace Court, Co. Cork"
7493,"€149,000 ","2 Shackleton Court, Fortbarrington Road, Athy, Co. Kildare"
7494,"€160,000 ","Saint Jude, 18 Canon Breen Park, Thomondgate, Co. Limerick"
7495,"€495,000 ","Apartment 9, The Glebe, Monasterevin, Co. Kildare"
7496,"€259,000 ","Lisdara, 4 Enybegs, Ennybegs, Co. Longford"
7497,"€205,000 ","710 Elm Green Close, Elm Park, Castletroy, Co. Limerick"
7498,"€239,000 ","Apartment 106, Citywest Plaza, Citywest, Co. Dublin"
7499,"€375,000 ","Apartment 2, The Glebe, Monasterevin, Co. Kildare"
7500,"€325,000 ","Faha, Dripsey, Co. Cork"
7501,"€775,000 ","HARBOUR HOUSE, Harbour House, Cleggan, Co. Galway"
7502,"€1,700,000 ","5 Belmont Gardens, Donnybrook, Dublin 4"
7503,"€380,000 ","Knockbrack, Abbeyfeale, Co. Limerick"
7504,"€725,000 ","Apartment 4, 97 Seapoint Avenue, Monkstown, Co. Dublin"
7505,"€250,000 ","Trim Road, Ballivor,Co. Meath, Ballivor, Co. Meath"
7506,Price on Application ,"Pulleen, Kanturk, Co. Cork"
7507,"€250,000 ","61 Fán Glas, Kilmeadan, Co. Waterford"
7508,"€1,300,000 ","302A Howth Road, Killester, Killester, Dublin 5"
7509,"€95,000 ","Cragataska, Quin, Co. Clare"
7510,"€90,000 ","Doolargy, Ravensdale, Co. Louth"
7511,"€374,950 ","43 Slievebloom Park, Drimnagh"
7512,"€295,950 ","Portrushen, Kiltegan, Co. Wicklow"
7513,"€600,000 ","Diswellstown Grove, Castleknock, Dublin 15"
7514,"€229,000 ","3A Tinahask Upper, Arklow, Co. Wicklow"
7515,"€220,000 ","7 The Courtyard, Rocklands, Wexford Town, Co. Wexford"
7516,"€99,000 ","74 Church Street, Listowel, Co. Kerry"
7517,"€420,000 ","4 Westway Rise, Blanchardstown, Blanchardstown, Dublin 15"
7518,Price on Application ,"39 Willow Park, Raheen, Raheen, Co. Limerick"
7519,"€285,000 ","Ballyhale, Headford, Co. Galway"
7520,"€1,295,000 ","20 Sydney Avenue, Blackrock, Co. Dublin"
7521,"€280,000 ","175 Viewmount Park, Dunmore Road, Co. Waterford"
7522,"€360,000 ","14 Saint Jarlath Road, Cabra, Cabra, Dublin 7"
7523,"€150,000 ","Gortmore, Feenagh, Newcastle West, Co. Limerick"
7524,"€275,000 ","14A Redwood Lawns, Kilnamanagh, Tallaght, Dublin 24"
7525,"€195,000 ","14 Liam Healy Road, Fairhill, Co. Cork"
7526,"€495,000 ","384 Collinswood, Beaumont, Dublin 9"
7527,"€228,500 ","4 Convent View Crescent, Athy, Co. Kildare"
7528,"€350,000 ","50 Beresford House, Custom House Square, IFSC, Co. Dublin"
7529,"€125,000 ","Barna, Barna, Co. Galway"
7530,"€275,000 ","Shandrum More, Bantry, Co. Cork"
7531,Price on Application ,"Grinaun, Three Bridges, Carrick-on-Suir, Co. Tipperary"
7532,"€200,000 ","Chapel Street, Durrow, Co. Laois"
7533,"€230,000 ","20 Glebe Square, Newcastle, Co. Dublin"
7534,"€900,000 ","Saint Jude, 50 St Margaret's Road, Malahide, Co. Dublin"
7535,"€1,150,000 ","Casino Lodge, Hanlon's Lane, Malahide, Co. Dublin"
7536,"€95,000 ","Knappagh, Westport, Co. Mayo"
7537,"€39,000 ","Boyle Road, Gurteen, Co. Sligo"
7538,"€550,000 ","7 Oxford Terrace Hawthorn Terrace East Wall Dublin 3, East Wall, Dublin 3"
7539,"€580,000 ","21 Milltown Road, Ashbourne, Co. Meath"
7540,"€545,000 ","Milltown, Ballymore, Co. Westmeath"
7541,"€625,000 ","20 Priory Drive, Eden Gate, Delgany, Co. Wicklow"
7542,"€250,000 ","Rathconor, Four Mile House, Co. Roscommon"
7543,"€350,000 ","7 Priory Street, New Ross, Co. Wexford"
7544,"€219,000 ","Apartment 40, Moylaragh Mews, Balbriggan, Co. Dublin"
7545,"€110,000 ","Ballinatray, Courtown, Co. Wexford"
7546,"€125,000 ","Castletowncooley, Riverstown, Co. Louth"
7547,"€480,000 ","2 Verbena Avenue, Sutton, Dublin 13"
7548,"€385,000 ","108 The Woods, Glounthaune, Co. Cork"
7549,"€130,000 ","Meenganaire, Knocknagoshel, Listowel, Co. Kerry"
7550,"€250,000 ","Formerly Granny's Attic Antiques, Birr, Co. Offaly"
7551,"€250,000 ","Faugher, Portnablagh, Co. Donegal"
7552,"€250,000 ","5 Jolly Mariner, Athlone, Co. Westmeath"
7553,"€269,000 ","Green Street, Boyle, Co. Roscommon"
7554,"€300,000 ","Ballygarron, Spa, Tralee, Co. Kerry"
7555,"€200,000 ","Hall Street, Kingscourt, Co. Cavan"
7556,"€495,000 ","69 The Folly, Waterford, Co. Waterford"
7557,"€230,000 ","Main Street, Delvin, Co. Westmeath"
7558,"€50,000 ","Site At, Clonleame, Delvin, Co. Westmeath"
7559,"€430,000 ","Annagh, Lisnagry, Co. Limerick"
7560,"€225,000 ","10 Victoria Station, Victoria Cross, Wilton, Co. Cork"
7561,"€590,000 ","70 The Paddocks, Navan Road (D7), Dublin 7"
7562,"€360,000 ","35 The Comeraghs, Stradbally, Co. Waterford"
7563,"€259,000 ","29 The Comeraghs, Stradbally, Co. Waterford"
7564,"€380,000 ","186 Shanliss Road, Santry, Santry, Dublin 9"
7565,"€185,000 ","17 Loughcrew Hills, Oldcastle, Co. Meath"
7566,"€45,000 ","Carran rathmore Co Kerry, Rathmore, Co. Kerry"
7567,"€670,000 ","Broadleas Commons, Ballymore Eustace, Co. Kildare"
7568,"€195,000 ","49 Gleann Na Greine, Rathmore, Co. Kerry"
7569,"€135,000 ","Apartment 5, Bowers View, Ballinrobe, Co. Mayo"
7570,"€220,000 ","Main Street, Shannonbridge, Co. Offaly"
7571,"€180,000 ","5 Oliver Plunkett Street, Bandon, Co. Cork"
7572,"€330,000 ","1 Dún Coran, Whitebarn, Youghal, Co. Cork"
7573,"€450,000 ","12 Rialto Drive, Rialto, Dublin 8"
7574,"€370,000 ","31 Bramblefield Park, Clonee, Clonee, Dublin 15"
7575,"€285,000 ","38 Cois Na Mona, Coill Dubh, Co. Kildare"
7576,"€175,000 ","19 Windmill Court. Mill Street, Dundalk, Co. Louth"
7577,"€625,000 ","20 Seabank Court, Sandycove, Co. Dublin"
7578,"€495,000 ","54 Sunnyhill, Castlemartin Lodge, Kilcullen, Co. Kildare"
7579,"€229,500 ","Glencollins Lower, Ballydesmond, Co. Cork"
7580,"€225,000 ","Kyle, Rathmanna, Thurles, Co. Tipperary"
7581,"€595,000 ","13 Templeroan Court, Rathfarnham, Dublin 16"
7582,"€890,000 ","Ard Caoin, Manorhamilton Road, Ballytivnan, Sligo, Co. Sligo"
7583,"€225,000 ","13 Killaloonty Road, Tuam, Co. Galway"
7584,"€100,000 ","Drommcunnig, Abbeydorney, Co. Kerry"
7585,"€150,000 ","Lot 1, Cabragh, Rathlee, Easkey, Co. Sligo"
7586,"€158,000 ","08 Friar's Field, Fethard, Co. Tipperary"
7587,"€165,000 ","The Old Church, Drum Cross, Drum, Co. Sligo"
7588,"€150,000 ","14 McHale Terrace, Ballygaddy Road, Tuam, Co. Galway"
7589,"€545,000 ","Milltown, Athlone, Co. Westmeath"
7590,"€289,950 ","Apartment 62, Block A, Lymewood Mews, Northwood, Santry, Dublin 9"
7591,"€325,000 ","Sheeauns, Cleggan, Co. Galway"
7592,Price on Application ,"Drombroe, Bantry, Co. Cork"
7593,"€269,950 ","123 Dingle Road, Cabra West, Cabra, Dublin 7"
7594,"€380,000 ","20 West Courtyard, Tullyvale, Cabinteely, Dublin 18"
7595,"€245,000 ","Killeenyarda, Holycross, Thurles, Co. Tipperary"
7596,"€160,000 ","Freighduff, Cashel, Co. Tipperary"
7597,"€345,000 ","17 Clonliffe Avenue, Drumcondra, Dublin 3"
7598,"€379,000 ","19 Newtown Court, Maynooth, Co. Kildare"
7599,Price on Application ,"12 Abbey View, Ballaghaderreen, Co. Roscommon"
7600,"€140,000 ","38 Athenry Road, Tuam, Co. Galway"
7601,"€185,000 ","34A Chestnut Drive, Mullingar, Co. Westmeath"
7602,"€265,000 ","14 Ashbrook Avenue, Mountbellew, Co. Galway"
7603,"€330,000 ","16 Sweetfield Estate, Youghal, Co. Cork"
7604,"€50,000 ","3 Old Youghal Road, Co. Cork"
7605,"€650,000 ","Apartment 4, Cowper Hall, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6"
7606,"€389,950 ","56 Glentow Road, Whitehall, Whitehall, Dublin 9"
7607,"€185,000 ","Apartment 1, Mill House, Drinan Street, Co. Cork"
7608,Price on Application ,"Bellarush, Castlebaldwin, Co. Sligo"
7609,"€175,000 ","50 Southbay Point, Rosslare Strand, Co. Wexford"
7610,"€395,000 ","Cornashamsoge, Drumshanbo, Co. Leitrim"
7611,"€425,000 ","Gra Mo Croi, 2 Mines Road, Durrus, Co. Cork"
7612,"€275,000 ","Elmgrove, Elmgrove, Ballivor, Co. Meath"
7613,"€335,000 ","6 Castle Terrace, Monkstown, Co. Cork"
7614,"€280,000 ","Martinstown, Kildare, Co. Kildare"
7615,"€565,000 ","153 Tower Block, Smithfield Market, Smithfield, Dublin 7"
7616,"€295,000 ","95 Gleann Na Ré­, Druid Valley, Cabinteely, Dublin 18"
7617,"€595,000 ","9 Royse Road, Phibsborough, Dublin 7"
7618,"€445,000 ","Roancarrig, Bishopstown Road, Bishopstown, Co. Cork"
7619,Price on Application ,"Old Bawn Cottage, Clogheraily, Templemore, Co. Tipperary"
7620,"€275,000 ","52 Rooskagh Valley, Shanagarry, Co. Cork"
7621,"€1,375,000 ","Fairmont, Ballyronan Road, Kilquade, Co. Wicklow"
7622,"€160,000 ","Blackfort, Newport Road, Castlebar, Co. Mayo"
7623,"€199,950 ","77 Lanesborough Court, Finglas, Finglas, Dublin 11"
7624,"€257,500 ","38 Fearann Rí, Doughiska, Co. Galway"
7625,"€475,000 ","Scregg, Aghamore, Aghamore, Co. Mayo"
7626,"€209,950 ","128 Abbyfield, Ballitore, Co. Kildare"
7627,"€265,000 ","Apartment 47, Millfield, Portmarnock, Co. Dublin"
7628,"€275,000 ","38 Castlegrounds, Corofin, Co. Galway"
7629,"€60,000 ","c1 acre Dublin Road, Johnstown, Co. Kilkenny"
7630,"€38,000 ","Old School House, Ardkilmore, Kilnaleck, Co. Cavan"
7631,"€700,000 ","19 Foxrock Court, Foxrock, Foxrock, Dublin 18"
7632,"AMV: €90,000 ","23 Johnston Court, Church Street, Cavan, Co. Cavan"
7633,"€199,900 ","Glasdrumman More, Drumkeeran, Co. Leitrim"
7634,"€90,000 ","2 Porter Row, Arva, Co. Cavan"
7635,"€650,000 ","88 Cypress Grove Road, Templeogue, Templeogue, Dublin 6W"
7636,"€390,000 ","Runagry, Knockmore, Ballina, Co. Mayo"
7637,"€35,000 ","Dromandoora, Caher, Co. Clare"
7638,"€360,000 ","C. 1 Acre Development Site & Period Residence at Main Street, Daingean, Co. Offaly"
7639,"€375,000 ","164 Charlesland Court, Greystones, Co. Wicklow"
7640,"€345,000 ","16 Donore Avenue, South Circular Road, South Circular Road, Dublin 8"
7641,"€395,000 ","4 Ballynoe Grove, Bray, Co. Wicklow"
7642,"€395,000 ","Woodview House, Moonamintra, Clohernagh, Co. Waterford"
7643,"€430,000 ","Raheen Upper, Rathdowney, Co. Laois"
7644,Price on Application ,"Lydican Woods, Carnmore, Co. Galway"
7645,"€349,000 ","Tomgar, Gorey Hill Upper, Gorey, Co. Wexford"
7646,"€385,000 ","12 Bayside Crescent, Sutton, Dublin 13"
7647,"€295,000 ","RIVERSIDE HOUSE, Riverside House, Donegal Town, Co. Donegal"
7648,"€235,000 ","Clonminch Wood, Tullamore, Co. Offaly"
7649,"€139,000 ","80 Poleberry, Co. Waterford"
7650,"€20,000 ","Knockanish, The Spa, Tralee, Co. Kerry"
7651,Price on Application ,"Newgrange, Slane, Co. Meath"
7652,"€160,000 ","Ballyconboy, Ballinagare, Castlerea, Co. Roscommon"
7653,"€239,000 ","100 Oranmore Road, Ballyfermot, Ballyfermot, Dublin 10"
7654,"AMV: €125,000 ","Skeagh, Bailieborough, Co. Cavan"
7655,"€20,000 ","Ballynoe, Ballynoe, Co. Cork"
7656,"€265,000 ","Oldtown, Stoneyford, Co. Kilkenny"
7657,"€285,000 ","75 Cardinal Court, Wilton, Wilton, Co. Cork"
7658,"€220,000 ","Muckanagh, Glenisland, Castlebar, Co. Mayo"
7659,"€295,000 ","25 Ardagh Road, Crumlin, Dublin 12"
7660,"€295,000 ","Ballymacshoneen, Butlerstown, Bandon, Co. Cork"
7661,"€550,000 ","24 Grange Park Drive, Raheny, Dublin 5"
7662,"€395,000 ","8 Belmont, Dublin Road, Co. Galway"
7663,"€195,000 ","Suffolk Street, Kells, Co. Meath"
7664,"€225,000 ","45 Rahylin Glebe, Ballybane, Co. Galway"
7665,"€325,000 ","16 Brownsbarn Orchard, Kingswood, Citywest, Co. Dublin"
7666,Price on Application ,"Cloonlee Knock Co Mayo, Knock, Co. Mayo"
7667,"€659,500 ","Onslow, Rahenamore, Ogonnelloe, Killaloe, Co. Clare"
7668,"€210,000 ","35 Loreto Wood, Cavan, Co. Cavan"
7669,"€495,000 ","15 The Park, Beaumont Woods, Beaumont, Dublin 9"
7670,"€1,050,000 ","7 Beaumont Gardens, Off Green Road, Blackrock, Co. Dublin"
7671,"€140,000 ","12 The Pines, Kiltimagh, Co. Mayo"
7672,"€190,000 ","19 Assaroe View, Ballyshannon, Co. Donegal"
7673,"€515,000 ","39 Clybaun Court, Clybaun Road, Clybaun, Co. Galway"
7674,"€170,000 ","19 Rosslands, Roscrea, Co. Tipperary"
7675,"€230,000 ","15 Glenkeen, Spollanstown, Tullamore, Co. Offaly"
7676,"€525,000 ","8 Thirlestane Terrace, Thomas Court, The Liberties, Dublin 8"
7677,"€1,350,000 ","Olney, Olney, 1 Hollybrook Road, Clontarf, Dublin 3"
7678,"€395,000 ","8 Double Lane, Maynooth, Co. Kildare"
7679,"€300,000 ","GOWLA, Cashel, Co. Galway"
7680,"€135,000 ","31 Riverwalk, Crossmolina, Co. Mayo"
7681,"€310,000 ","41 Coill Clocha, Oranmore, Co. Galway"
7682,"€395,000 ","Claremoy Cottage, Clooneyogan South, Lahinch, Co. Clare"
7683,"€450,000 ","2 Richmond Lodge, Convent Avenue, Fairview, Dublin 3"
7684,"€250,000 ","Raphael, Cloverhill, Ballaghaderreen, Co. Roscommon"
7685,"€450,000 ","Kilroe, Cahir, Ballylooby, Co. Tipperary"
7686,"€2,000,000 ","Chadsley House, Foxrock, Dublin 18"
7687,"€545,000 ","68 Beech Lawn Dundrum Dublin 16, Dundrum, Dublin 16"
7688,"€275,000 ","Cottage At Baldaragh, Naul, Co. Dublin"
7689,"€25,000 ","Ledonigan, Bailieborough, Co. Cavan"
7690,"€230,000 ","Keale, Derrinagree, Mallow, Co. Cork"
7691,"€210,000 ","Feraghfad Upper, Longford Town, Co. Longford"
7692,"€175,000 ","15 Court Street, Enniscorthy, Co. Wexford"
7693,"€460,000 ","Apartment 16, The Dickens, The Gasworks, Dublin 4"
7694,"€60,000 ","Kilnew, Blackwater, Co. Wexford"
7695,"€229,000 ","Greenhills, Gaurus, Ennis, Co. Clare"
7696,"€150,000 ","Annacroft, Carrickmacross, Co. Monaghan"
7697,Price on Application ,"207 Ashbrook, Victoria Cross, Wilton, Co. Cork"
7698,Price on Application ,"16 Churchview, Balla, Co. Mayo"
7699,"€790,000 ","Sin É, Burnaby Road, The Burnaby, Greystones, Co. Wicklow"
7700,"€495,000 ","Aghnagillagh, Kilwarden, Co. Meath, Kinnegad, Co. Westmeath"
7701,"€325,000 ","Derrynagree West, Drimoleague, Co. Cork"
7702,"€380,000 ","Bella Vista, 3 Poulshone, Ardamine, Co. Wexford"
7703,"€425,000 ","Cruary, Clonakilty, Co. Cork"
7704,"€360,000 ","Knightstown, Wilkinstown, Co. Meath"
7705,Price on Application ,"Lognamuck, Castlebar, Co. Mayo"
7706,"€255,000 ","83 Silversprings Court, Tivoli, Silversprings, Co. Cork"
7707,"€340,000 ","Meenalargan, Glenties, Co. Donegal"
7708,"€250,000 ","214 Pearse Road, Ballyphehane, Ballyphehane, Co. Cork"
7709,"€370,000 ","96 Hanover Dock, Grand Canal Dock, Dublin 2"
7710,"€95,000 ","Milltown, Castleplunket, Castleplunkett, Co. Roscommon"
7711,"€2,000,000 ","Bayview House 49 & 49A North Strand Road, North Strand, Dublin 3"
7712,"€75,000 ","Rossnowlagh Upper, Rossnowlagh, Co. Donegal"
7713,"€395,000 ","Mountain Common, Clonakilty, Co. Cork"
7714,"€585,000 ","57 Rockville Crescent, Blackrock, Co. Dublin"
7715,"€249,950 ","Apartment 17, Goldstone Court"
7716,"€320,000 ","14 The Villas, Owenabue Heights, Carrigaline, Co. Cork"
7717,"€270,000 ","23 Liffey Hall, Liffey Valley Park, Lucan, Co. Dublin"
7718,"€265,000 ","Claras, Gortlee, Letterkenny, Co. Donegal"
7719,"€165,000 ","Casa Mia, West Green, Dunmanway, Co. Cork"
7720,"€700,000 ","64 Rockbarton Park, Salthill, Salthill, Co. Galway"
7721,"€390,000 ","221 Beechdale, Dunboyne, Co. Meath"
7722,"€220,000 ","15 Cois Na Habhé¡inn, Mullinahone, Co. Tipperary"
7723,"€139,000 ","5 McClures Terrace, Letterkenny, Co. Donegal"
7724,"€135,000 ","The Cottage, Ballycrompane, Kinsalebeg, Youghal, Co. Cork"
7725,"€170,000 ","30 Campbells Park, Ardee, Co. Louth"
7726,"€135,000 ","67 Cosby Avenue, Fairgreen, Portlaoise, Co. Laois"
7727,"€150,000 ","1 Claughaun Avenue, Garryowen, Garryowen, Co. Limerick"
7728,"€430,000 ","Apartment 9, Greygates Hall, Mount Merrion, Co. Dublin"
7729,Price on Application ,"The Castlegrace Estate, Clogheen, Co. Tipperary"
7730,Price on Application ,"Boyne Meadows, Boynehill, Navan, Co. Meath"
7731,"€209,000 ","14 Knockbarry Cottages, Buttevant, Co. Cork"
7732,"€125,000 ","16 Priory House, Spawell Road, Wexford Town, Co. Wexford"
7733,"€225,000 ","47 Woodland Drive, College Wood, Mallow, Co. Cork"
7734,"€70,000 ","Mollaneen, Dysert, Ennis, Co. Clare"
7735,"€75,000 ","Tinure Road, Collon, Co. Louth"
7736,"€295,000 ","19 Dorset Square, Upper Gardiner Street, Dublin 1"
7737,"€145,000 ","3 Glencoe, Castle Street, Dunmore, Co. Galway"
7738,"€139,000 ","Ardmore Road, Mullingar, Co. Westmeath"
7739,"€495,000 ","71 Rockford Park, Blackrock, Co. Dublin"
7740,"€230,000 ","Reennanallagane, Glenbeigh, Co. Kerry"
7741,"€375,000 ","Cartronlahan, Inverin, Co. Galway"
7742,"€199,000 ","3 Sycamore Place, High Street, Skibbereen, Co. Cork"
7743,"€170,000 ","Greyfield, Culfadda, Co. Sligo"
7744,"€725,000 ","154 Chapelgate, Saint Alphonsus' Road Upper, Drumcondra, Dublin 3"
7745,"€75,000 ","Gortnaclohy, North Street, Skibbereen, Co. Cork"
7746,"€180,000 ","Aghalustia, Ballaghaderreen, Co. Roscommon"
7747,"€280,000 ","1 Ash Park, Carrick-on-Suir, Co. Tipperary"
7748,"€325,000 ","15 The Way, Skerries Rock, Skerries, Co. Dublin"
7749,"€240,000 ","Mitchel Street, Thurles, Co. Tipperary"
7750,"€85,000 ","Curraheen, Glenbeigh, Co. Kerry"
7751,"€200,000 ","31 Southbay Point, Rosslare Strand, Co. Wexford"
7752,"€249,000 ","43 Castlegate Park, Lucan, Co. Dublin"
7753,"€500,000 ","Rose Cottage, Hodson Bay, Athlone, Co. Roscommon"
7754,Price on Application ,"Lenaboy, Clonbern, Co. Galway"
7755,"€60,000 ","Glashaboy South, Carrignavar, Co. Cork"
7756,"€77,000 ","1 No. Beach House, Westside, Letterkenny, Co. Donegal"
7757,"€50,000 ","Shanakeal, Castlemaine, Co. Kerry"
7758,"€350,000 ","Canal Lodge, Greatdown, Mullingar, Co. Westmeath"
7759,"€249,950 ","Apartment 11, Bow Bridge House, Bow Bridge, Kilmainham, Dublin 8"
7760,"€270,000 ","2 Woodville, Kilskyre Road, Clonmellon, Co. Westmeath"
