,price,address
1887,Price on Application ,"7 Shanrath, Old Cratloe Road, Caherdavin, Co. Limerick"
1888,"€255,000 ","42 Alandale Square, Ashbourne Avenue, Co. Limerick"
1889,"€220,000 ","30 Melville Drive, Finglas, Dublin 11"
1890,"€170,000 ","11 Roanmore Park, Co. Waterford"
1891,"€225,000 ","110 Baunoge, Mountpleasant, Loughrea, Co. Galway"
1892,"€249,950 ","81 Glenmore Wood, Mullingar, Co. Westmeath"
1893,"€195,000 ","36 Quignalecka, Sligo Road, Ballina, Co. Mayo"
1894,"€850,000 ","65 Orwell Gate, Marianella, Rathgar, Dublin 6"
1895,"€395,000 ","23 The Close, Citywest Village, Citywest, Co. Dublin"
1896,"€250,000 ","Clontallagh, Downings, Co. Donegal"
1897,"€250,000 ","Old Road, Mountcharles, Co. Donegal"
1898,"€430,000 ","61 Inis Lua, Father Russell Road, Dooradoyle, Co. Limerick"
1899,"€359,000 ","19 Oak Glade Close, Naas, Co. Kildare"
1900,"€260,000 ","19 Tobair Bán, Oldcastle Road, Kells, Co. Meath"
1901,"€665,000 ","39 Johnstown Road, Cabinteely, Cabinteely, Dublin 18"
1902,"€865,000 ","6 Melfort, Blackrock, Co. Dublin"
1903,"€475,000 ","Apartment 830, Block C, Straffan, Co. Kildare"
1904,"€175,000 ","Drumnalassan, Ballaghaderreen, Co. Roscommon"
1905,"€695,000 ","Pollnarooma West, Salthill, Salthill, Co. Galway"
1906,"€475,000 ","1 Castle Meadow, Kilanerin, Gorey, Co. Wexford"
1907,"€295,000 ","36 Beach Grove, Laytown, Co. Meath"
1908,"€975,000 ","20 Hyde Park, Dalkey, Co. Dublin"
1909,"€275,000 ","26 Newcastle Woods Square, Enfield, Co. Meath"
1910,"€290,000 ","12 Whitethorn Park, Allenwood, Co. Kildare"
1911,"€210,000 ","6 Glenview Terrace, Farranshone, Co. Limerick"
1912,"€280,000 ","5 Brigown, Church Road, Mitchelstown, Co. Cork"
1913,"€295,000 ","1 Ashfort, Croghan, Croghan, Co. Roscommon"
1914,"€170,000 ","12 Moneen Drive, Athy, Co. Kildare"
1915,"€240,000 ","17 Tuskar Court, Marina Village, Arklow, Co. Wicklow"
1916,"€450,000 ","Carrickphilip, Kill, Co. Waterford"
1917,"€150,000 ","24 Woodstock Street, Athy, Co. Kildare"
1918,"€490,000 ","74 Newtown Glen, Newtown, Tramore, Co. Waterford"
1919,"€169,000 ","2 Oaklands Park, Letterkenny, Co. Donegal"
1920,"€330,000 ","8 Beechfield Haven, Shankill, Dublin 18"
1921,Price on Application ,"13 Saint Fanahans Place, Mitchelstown, Co. Cork"
1922,"€495,000 ","Knockarudane, Glandore, Co. Cork"
1923,"€185,000 ","783 Rowanville, Kildare, Co. Kildare"
1924,"€185,000 ","Millford, Creggs, Co. Galway"
1925,"€317,500 ","22 Barryville Court, Rosslare Harbour, Co. Wexford"
1926,"€350,000 ","27 Bayview Close, Kilcoole, Co. Wicklow"
1927,"€250,000 ","Rockhurst, 7 Saint Joseph's Park, The Lough, Co. Cork"
1928,"€230,000 ","Apartment 8, Delhurst Court, Ongar, Dublin 15"
1929,"€289,000 ","28 Bramble Court, The Grange, Co. Waterford"
1930,"€115,000 ","Apartment 404, Mount Kenneth Apartments, Mount Kenneth Place, Co. Limerick"
1931,"€425,000 ","36A Laurel Park, Clondalkin, Clondalkin, Dublin 22"
1932,"AMV: €100,000 ","7 Diamond Apartment, The Diamond, Monaghan, Co. Monaghan"
1933,"€275,000 ","4 Saint Anthony's Villas, Old Youghal Road, Co. Cork"
1934,"€219,950 ","87 Lanesborough Square, Finglas, Finglas, Dublin 11"
1935,"€265,000 ","24 Ardee Court, Cork Street, Dublin 8"
1936,"€295,000 ","103 Steeplechase Green, Ratoath, Co. Meath"
1937,"€495,000 ","Tobercrossaun, Headford, Co. Galway"
1938,"€290,000 ","11 Newcastle Manor Park, Newcastle, Co. Dublin"
1939,"€425,000 ","Englishtown, Kiltormer, Kiltormer, Co. Galway"
1940,"€125,000 ","Balla Road, Ballyvary, Co. Mayo"
1941,"€259,000 ","61 Brocan Wood, Monasterevin, Co. Kildare"
1942,"€180,000 ","Bomany, Letterkenny, Co. Donegal"
1943,"€475,000 ","Porthaw Glen, Buncrana, Co. Donegal"
1944,"€130,000 ","9 Garavogue Villas, Sligo, Co. Sligo"
1945,"€215,000 ","33 Glenbarrow, Portlaoise, Co. Laois"
1946,"€365,000 ","65 Hamilton Place, Navan Road, Trim, Co. Meath"
1947,"€495,000 ","Site At Moneygourney, Douglas, Co. Cork"
1948,"AMV: €80,000 ","Cormeen, Ballyjamesduff, Co. Cavan"
1949,"€420,000 ","Curryhills, Prosperous, Co. Kildare"
1950,"€480,000 ","83 Woodstock, Kilcoole, Co. Wicklow"
1951,"€50,000 ","Snave, Ballylickey, Bantry, Co. Cork"
1952,"€250,000 ","9 Carrigmore Crescent, Citywest, Co. Dublin"
1953,"€270,000 ","100 Ardglass, Baltinglass, Co. Wicklow"
1954,"€195,000 ","Apartment 13, The Oaks, Clane, Co. Kildare"
1955,"€385,000 ","Beechwood Court, Stillorgan, Co. Dublin"
1956,"€440,000 ","70 Saint Patrick's Park, Stepaside, Stepaside, Dublin 18"
1957,"€180,000 ","Apartment 4, 10 Station Way, Clongriffin, Dublin 13"
1958,"€350,000 ","Apartment 15, Vernon Court, Clontarf, Dublin 3"
1959,"€250,000 ","22 Hazel Brooke, Spa Glen, Mallow, Co. Cork"
1960,"€209,000 ","2 Cherrywood Drive, Termon Abbey, Drogheda, Co. Louth"
1961,"€274,950 ","12 Ballentree Crescent, Tyrellstown, Tyrrelstown, Dublin 15"
1962,"€550,000 ","40 Glen Drive, The Park, Cabinteely, Dublin 18"
1963,"€105,000 ","Crickamoe, Burtonport, Co. Donegal"
1964,"€119,000 ","The Postman's Cottage, Ballynally Lane, Moville, Co. Donegal"
1965,Price on Application ,"11 Maudlin Court, Kells, Co. Meath"
1966,"€435,000 ","20 Moyclare Park, Baldoyle, Dublin 13"
1967,"€325,000 ","Apt 23, Rivervale, Upper Dargle Road, Bray, Co. Wicklow"
1968,"€375,000 ","10 Fairways Park, Bettystown, Co. Meath"
1969,"€249,000 ","24 Jolly Mariner, Mariner Village, Athlone, Co. Westmeath"
1970,"€175,000 ","Stragraddy, Kilmacrenan, Co. Donegal"
1971,"€209,950 ","35 Connolly Avenue, Navan, Co. Meath"
1972,"€250,000 ","Apartment 12, Reeves Hall, Co. Cork"
1973,"€305,000 ","4 Ashgrove Meadows, Ballina, Co. Tipperary"
1974,"€249,000 ","25 Thomas Hill, Co. Waterford"
1975,"€220,000 ","59 Whitestrand, Aylesbury Park, Sligo, Co. Sligo"
1976,"€75,000 ","Lehid, Tuam, Co. Galway"
1977,"€250,000 ","48 Station Court, The Avenue, Gorey, Co. Wexford"
1978,"€495,000 ","199 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4"
1979,"€285,000 ","84 Ashley Gardens, Portlaoise, Co. Laois"
1980,"€430,000 ","Cois Lee, Farran, Co. Cork"
1981,"€75,000 ","101 The Parklands, Ivy Terrace, Tralee, Co. Kerry"
1982,"€330,000 ","Bergamo, 4 Summerstown Road, Glasheen, Co. Cork"
1983,"€185,000 ","1 Cedar Brook Way, Cherry Orchard, Cherry Orchard, Dublin 22"
1984,"€295,000 ","Apartment 41, The Tallow Building, The Village Centre, Ashtown, Dublin 15"
1985,"€155,000 ","7 Quayside Apartments, Macswiney Quay, Bandon, Co. Cork"
1986,"€550,000 ","123c Malahide Road, Donnycarney, Dublin 3"
1987,"€585,000 ","Kilkea Bridge Cottage, Kilkea, Castledermot, Co. Kildare"
1988,"€195,000 ","7 Convent View, Athy, Co. Kildare"
1989,"€450,000 ","40 Ballintyre Walk, Ballinteer Avenue, Ballinteer, Dublin 16"
1990,"€125,000 ","160 Greenwood Park, Edenderry, Co. Offaly"
1991,"€2,650,000 ","Copley Hall, Cotters Street, Co. Cork"
1992,"€119,950 ","Main Street, Cloughjordan, Co. Tipperary"
1993,"€495,000 ","20 Greendale Avenue, Raheny, Dublin 5"
1994,"€360,000 ","15 Chestnut Grove, Classes Lake, Ballincollig, Co. Cork"
1995,"€850,000 ","127 Braemor Road, Churchtown, Dublin 14"
1996,"€250,000 ","13 Clonard Avenue, Grenagh, Co. Cork"
1997,"€375,000 ","7&7A Edgewood Lawns, Blanchardstown, Dublin 15"
1998,"€260,000 ","155A Huntstown Wood, Huntstown, Dublin 15"
1999,"€220,000 ","9 O'Kelly's Villas, Killarney, Co. Kerry"
2000,"€295,000 ","Apartment 9, Ornamental Gardens, Naas, Co. Kildare"
2001,"€235,000 ","207 The Crescent Building, Park West, Dublin 12"
2002,"€190,000 ","90 Tower Street, Co. Cork"
2003,"AMV: €190,000 ","Nicholas Cottage, Blind Gate, Kinsale, Co. Cork"
2004,"€350,000 ","Cushinstown, Dunboyne, Co. Meath"
2005,"€340,000 ","4 Brookfield, Coolattin Road, Carnew, Co. Wicklow"
2006,"AMV: €65,000 ","Shanaghy Heights, Ballina, Co. Mayo"
2007,"€295,000 ","28 Parknamore, Ballincollig, Co. Cork"
2008,"€645,000 ","4 Merton Avenue, South Circular Road, Dublin 8"
2009,"€210,000 ","13 Applewood Close, Applewood, Swords, Co. Dublin"
2010,"€130,000 ","The Fair Green, Frenchpark, Co. Roscommon"
2011,"€195,000 ","3 Craobh Ban, Newport, Co. Mayo"
2012,"€240,000 ","Valley View, Coolnamuck Road, Carrick-on-Suir, Co. Tipperary"
2013,"€110,000 ","7 Slaney Street, Enniscorthy, Co. Wexford"
2014,"€495,000 ","316 Swords Road, Santry, Santry, Dublin 9"
2015,"€389,950 ","36 Hillcrest Park, Glasnevin, Dublin 11"
2016,"€525,000 ","15 Riverwood Green, Castleknock, Castleknock, Dublin 15"
2017,"€255,000 ","4 Ashfield Park, Gort Road, Ennis, Co. Clare"
2018,"€950,000 ","53 Orwell Hall, Marianella, Rathgar, Dublin 6"
2019,Price on Application ,"Canbrack, Kiltimagh, Co. Mayo"
2020,"€380,000 ","Kilcoo, Ballintubbert Road, Athy, Co. Kildare"
2021,"€989,000 ","52 Orwell Hall, Marianella, Rathgar, Dublin 6"
2022,"€325,000 ","Market Square, Kanturk, Co. Cork"
2023,"€185,000 ","Wicklow Way, Clooney, Ramelton, Co. Donegal"
2024,"€330,000 ","29 Linnetfields Rise, Castaheany, Clonee, Dublin 15"
2025,"AMV: €100,000 ","51 College Street, Cavan, Co. Cavan"
2026,"€309,000 ","4 Ardcahon Way, Coolkellure, Lehenaghmore, Co. Cork"
2027,"€259,000 ","Rathuil, Kielty, Athlone, Co. Roscommon"
2028,"€229,950 ","54 Seagrave Drive, Saint Margaret's Road, Finglas, Dublin 11"
2029,"€425,000 ","Apartment 34, Shrewsbury, Donnybrook Castle, Donnybrook, Dublin 4"
2030,"€225,000 ","Carrowreagh West, Cranny, Kilrush, Co. Clare"
2031,"€349,950 ","1A Foxhill Lawn, Baldoyle, Donaghmede, Dublin 13"
2032,"€350,000 ","43 Glasmore Park, Swords, Co. Dublin"
2033,"€147,000 ","13 Acres Hill, Ballinameen, Ballinameen, Co. Roscommon"
2034,"€289,950 ","4 Kenmare Parade, Phibsborough, Dublin 7"
2035,"€95,000 ","9 Saint Bridget's Villas, Borrisoleigh, Co. Tipperary"
2036,"€135,000 ","5 Springfield, Cavan, Co. Cavan"
2037,"€220,000 ","65 Pinebrook Vale, Clonsilla, Huntstown, Dublin 15"
2038,"€355,000 ","18 Foster Terrace, Ballybough, Ballybough, Dublin 3"
2039,"€440,000 ","4 Harold Road, Stoneybatter, Stoneybatter, Dublin 7"
2040,"€120,000 ","Drumbee, Kilnaleck, Co. Cavan"
2041,"€545,000 ","14 Belarmine Grove, Stepaside, Dublin 18"
2042,"€310,000 ","Russellstown, Mullingar, Co. Westmeath"
2043,"€465,000 ","Knockaboys, Ardee, Co. Louth"
2044,"€285,000 ","6 The Gallops, Ramsgate Village, Gorey, Co. Wexford"
2045,"€210,000 ","4 Castle Falls Court, Ross Road, Killarney, Co. Kerry"
2046,"€215,000 ","12 Plunkett Avenue, Mervue, Co. Galway"
2047,"€120,000 ","26 Hazelwood, Bridgetown, Co. Wexford"
2048,"€510,000 ","42 Manor Court, Knocknacarra, Co. Galway"
2049,"€360,000 ","22 Shamrock Road, Shamrock Lawn, Douglas, Co. Cork"
2050,"€1,350,000 ","Baldwinstown House and Castle, Baldwinstown, Co. Wexford"
2051,"€80,000 ","2 The Strand, Carrick-on-Suir, Co. Tipperary"
2052,"€225,000 ","5 Cloghers Lodge, Cloghers, Tralee, Co. Kerry"
2053,"€105,000 ","BROADWAY RESTAURANT, Market Square, Charlestown, Co. Mayo"
2054,"€310,000 ","5 The Cedars, Ballybofey, Co. Donegal"
2055,"€120,000 ","Togher, Taughmaconnell, Ballinasloe"
2056,"€225,000 ","Apartment 23, Kelly's Court, Dublin 1"
2057,"€229,000 ","Erris, 25 Cluainé­n, Gorey, Co. Wexford"
2058,"€620,000 ","Egmont, Churchtown, Mallow, Co. Cork"
2059,"€995,000 ","5 Longwood Avenue, South Circular Road, Portobello, Dublin 8"
2060,"€325,000 ","50 Cloch Choirneal, Balrothery, Co. Dublin"
2061,"€35,000 ","Fermoyle, Lanesborough, Co. Longford"
2062,"€435,000 ","17 Lullymore Terrace, South Circular Road, Dublin 8"
2063,"€315,000 ","49 Liosmór, Cappagh Road, Knocknacarra, Co. Galway"
2064,"€159,000 ","Templeglantine East, Newcastle West, Co. Limerick"
2065,"AMV: €65,000 ","Apartment 6, The Orchard Apartments, College Road, Clonakilty, Co. Cork"
2066,"€225,000 ","4 Saint Peters Terrace, Tramore, Co. Waterford"
2067,"€495,000 ","1A, Blessington Court, Phibsborough, Dublin 7"
2068,"€545,000 ","33 Susanville Road, Drumcondra, Drumcondra, Dublin 3"
2069,"€360,000 ","54 Palmerstown Avenue, Palmerstown, Palmerstown, Dublin 20"
2070,"€220,000 ","4 Ossory Court, Borris-in-Ossory, Co. Laois"
2071,"AMV: €80,000 ","42 Beechwood Park, Letterkenny, Co. Donegal"
2072,Price on Application ,"59 Granville Road, Blackrock, Co. Dublin"
2073,"€285,000 ","33 Iona Place, Mayfield, Co. Cork"
2074,"€310,000 ","14 Niall Street, Stoneybatter, Dublin 7"
2075,"€1,750,000 ","Kilcoursey Lodge, Pavilion Road, The Burnaby, Greystones, Co. Wicklow"
2076,"€350,000 ","114 Glenside, Annacotty, Co. Limerick"
2077,"€195,000 ","26 Valley Court, Dublin Road, Athlone, Co. Westmeath"
2078,"€280,000 ","66 Somerville, Ratoath, Co. Meath"
2079,"€475,000 ","17 Brookfield Green, Kimmage, Dublin 12"
2080,"AMV: €300,000 ","Crubeen, Ballyroan, Co. Laois"
2081,"€190,000 ","9 Killimey Road, Emo, Co. Laois"
2082,"€625,000 ","18 Marley Lawn, Rathfarnham, Dublin 16"
2083,"€595,000 ","Sorrento, Easton Road, Leixlip, Co. Kildare"
2084,"€385,000 ","85 The Drive, Hazelhatch Park, Celbridge, Co. Kildare"
2085,"AMV: €160,000 ","11 Graces Park, Derrinturn, Co. Kildare"
2086,"€325,000 ","5 The Paddock, Oldtown Mill, Celbridge, Co. Kildare"
2087,"€375,000 ","Hodgestown Upper, Donadea, Co. Kildare"
2088,"€450,000 ","2 Belltree Avenue, Clongriffin, Dublin 13"
2089,Price on Application ,"Fortland House, Lissinagroagh, Manorhamilton, Co. Leitrim"
2090,"€115,000 ","MELISSA, 18 Knox Street, Ballyhaunis, Co. Mayo"
2091,"€325,000 ","9 The Links, Portnablagh, Co. Donegal"
2092,"€150,000 ","Main Street, Kilcar, Co. Donegal"
2093,"€189,500 ","Anglesey Road Cottages , Dolla, Nenagh, Co. Tipperary"
2094,"€350,000 ","10 Chapel Farm Crescent, Lusk, Co. Dublin"
2095,"€185,000 ","15 Grace Avenue, Gracefield Manor, Ballylynan, Co. Laois"
2096,"€200,000 ","15 Cois Falla, Fethard, Co. Tipperary"
2097,"€120,000 ","3 Saint Mary's Place, Clonmel, Co. Tipperary"
2098,"€265,000 ","74 Carnegie Court, Swords, Co. Dublin"
2099,"€230,000 ","40 Elm Vale, Riverbank, Annacotty, Co. Limerick"
2100,"€235,000 ","Sea Spray, Dohooma, Ballina, Bangor Erris, Co. Mayo"
2101,"€250,000 ","63 Hazel Brooke, Spa Glen, Mallow, Co. Cork"
2102,"€255,000 ","Apartment 14, Block A, Castle Elms Court, Castle Elms, Coolock, Dublin 5"
2103,"€360,000 ","37 Abercorn Square, Inchicore, Inchicore, Dublin 8"
2104,"€80,000 ","Malin Road, Moville, Co. Donegal"
2105,"€200,000 ","44 Upper Magdalene Street, Drogheda, Co. Louth"
2106,"€274,950 ","311 Kildare Road, Crumlin, Crumlin, Dublin 12"
2107,"€285,000 ","Artonagh, Tullyco, Cootehill, Co. Cavan"
2108,"€395,000 ","7 Park Lane, Clongriffin, Dublin 13"
2109,"€495,000 ","8 Castleheath, Swords Road, Malahide, Co. Dublin"
2110,"€255,000 ","11 Grange Terrace, Grange, Co. Cork"
2111,"€260,000 ","10 Linnetfields Square, Clonee, Dublin 15"
2112,"€159,000 ","41 Hazel Hill Downs, Ballyhaunis, Co. Mayo"
2113,"€259,000 ","18 Manor Avenue, Maryborough Ridge, Douglas, Co. Cork"
2114,"€175,000 ","59 An Gleann Rua, Killylastin, Letterkenny, Co. Donegal"
2115,"€235,000 ","68 Waterville Terrace, Blanchardstown, Blanchardstown, Dublin 15"
2116,"€285,000 ","Acorns, 8 Clonard, Co. Cork"
2117,"€249,950 ","14 The Crescent, Lakepoint Park, Mullingar, Co. Westmeath"
2118,"€180,000 ","1845 Lourdesville, Kildare, Co. Kildare"
2119,"€425,000 ","24 East Avenue, Park Gate, Frankfield, Co. Cork"
2120,"€339,000 ","4 Tara Glen Drive, Navan, Co. Meath"
2121,"€179,950 ","1325, Ballitore, Co. Kildare"
2122,"€59,000 ","Apartment 9B, Brooklawn, Ballaghaderreen, Co. Roscommon"
2123,"€249,950 ","144 Mount Garrett Park, Tyrellstown, Tyrrelstown, Dublin 15"
2124,"€240,000 ","Ballinagran Upper, Gorey, Co. Wexford"
2125,"€75,000 ","Ballynalacken, Kilworth, Co. Cork"
2126,"€168,000 ","7 Cluain Na Spideoga, Cloghan, Co. Offaly"
2127,"€250,000 ","139 Silversprings Lawn, Mayfield, Co. Cork"
2128,"€285,000 ","Apartment 7, Weir House, Richmond Road, Fairview, Dublin 3"
2129,"€850,000 ","18 Stepaside Park, Stepaside, Stepaside, Dublin 18"
2130,"€149,950 ","34 Castlecurragh Heath, Mulhuddart, Blanchardstown, Dublin 15"
2131,"€275,000 ","Rathgory, Drogheda, Co. Louth"
2132,"€195,000 ","15 The Waterfront, The Harbour, Naas, Co. Kildare"
2133,"€595,000 ","Tintern, Saltmills, New Ross, Co. Wexford"
2134,"€45,000 ","c.0.61acre site at Drumsheeny, Threemilehouse, Co. Monaghan"
2135,"€45,000 ","c.0.54acre site at Drumsheeny, Threemilehouse, Co. Monaghan"
2136,"AMV: €60,000 ","5 Darcy View, Magherabeg, Burnfoot, Co. Donegal"
2137,"€245,000 ","90 Bryanstown Manor, Dublin Road, Drogheda, Co. Louth"
2138,"€200,000 ","Craffield, Aughrim, Co. Wicklow"
2139,"€205,000 ","13 Beechwood Mews, Cluain Ard, Cobh, Co. Cork"
2140,"€210,000 ","Apartment 84, Annia Livia, Viking Harbour Apartments, Dublin 8"
2141,"€940,000 ","23 Wilfield Road, Sandymount, Sandymount, Dublin 4"
2142,"€229,000 ","43 Priory Walk, Celbridge, Co. Kildare"
2143,"€250,000 ","100, Block E, Westend Gate, Tallaght, Dublin 24"
2144,"€165,000 ","Apartment 19, Ruanbeg Avenue, Kildare, Co. Kildare"
2145,10% Enhanced Help To Buy Scheme. No Deposit. No Problem. ,"Maryborough Village, Portlaoise, Co. Laois"
2146,"AMV: €80,000 ","The Raven, Curracloe, Co. Wexford"
2147,"€275,000 ","Seascape Cottage, Newtown, Ballygarrett, Co. Wexford"
2148,"€200,000 ","Cashelnagor, Gortahork, Co. Donegal"
2149,"€350,000 ","23 Tyrconnell Park, Inchicore, Inchicore, Dublin 8"
2150,"€310,000 ","62 Rathcurragh, Green Road, Newbridge, Co. Kildare"
2151,"€450,000 ","Windmill, Cashel, Co. Tipperary"
2152,"€815,000 ","46 Shrewsbury, Ballsbridge, Ballsbridge, Dublin 4"
2153,"€1,250,000 ","Carraig, Tibradden, Rathfarnham, Dublin 14"
2154,"€1,200,000 ","59A Inchicore Road, Inchicore, Dublin 8"
2155,"€210,000 ","3 Ballentree Square, Tyrrelstown, Dublin 15"
2156,"€695,000 ","Glenmore, Collon, Co. Louth"
2157,"€185,000 ","4 Clos Na Manach, Quin, Co. Clare"
2158,"€189,500 ","34 Edenwood, Kells, Co. Meath"
2159,"€430,000 ","4 Luttrell Park Heath, Castleknock, Castleknock, Dublin 15"
2160,"€185,000 ","4 Willow Place, Athlone, Co. Westmeath"
2161,"€250,000 ","35 Dún Coran, Whitebarn, Youghal, Co. Cork"
2162,"€169,000 ","49 Déºn Darrach, Dublin Road, Longford Town, Co. Longford"
2163,"€315,000 ","27 Sliabh Ard, Bóthar Stiofán, Co. Galway"
2164,"€199,950 ","48 Marlinstown Park, Mullingar, Co. Westmeath"
2165,"€280,000 ","13 Ladycove, Palmer Road, Rush, Co. Dublin"
2166,"€180,000 ","86 Claremont Estate, Navan, Co. Meath"
2167,"€70,000 ","Drum, Clogher, Belmullet, Co. Mayo"
2168,"€525,000 ","32 St Anne's, Kimmage Road West, Kimmage, Dublin 12"
2169,"€149,000 ","8 The Glebe, Corofin, Co. Clare"
2170,"€349,950 ","203 Captains Road, Crumlin, Dublin 12"
2171,"AMV: €140,000 ","Newpark, Castlepollard, Co. Westmeath"
2172,"€280,000 ","46 The Millhouse, The Steelworks, Foley Street Dublin City Centre, Dublin 1"
2173,"€650,000 ","Saint Anthony's, 141 Saint Mobhi Road, Glasnevin, Dublin 11"
2174,"€550,000 ","Belmont, Cloghans Hill, Tuam, Co. Galway"
2175,"€340,000 ","35 Drynam Drive, Drynam Hall, Kinsealy, Co. Dublin"
2176,"€310,000 ","49 Monastery Gate Green, Clondalkin, Clondalkin, Dublin 22"
2177,"€195,000 ","27 Gurranabraher Road, Gurranabraher, Gurranabraher, Co. Cork"
2178,"€150,000 ","4 Patrick Street, Clarecastle, Co. Clare"
2179,"€290,000 ","22 Broadmeadow Green, Ashbourne, Co. Meath"
2180,"€575,000 ","Boleybeg East, Barna, Co. Galway"
2181,"€50,000 ","Fahymore, Bridgetown, Co. Clare"
2182,"€235,000 ","59 Dromroe Avenue, Woodhaven, Castletroy, Co. Limerick"
2183,"€160,000 ","Carrownaskeagh School, Carrownaskeagh, Strokestown, Co. Roscommon"
2184,"€345,000 ","Ashgrove, Cappantymore West, Meelick, Co. Clare"
2185,"€299,950 ","172, The Walled Gardens, Castletown, Celbridge, Co. Kildare"
2186,"€295,000 ","Killaha West, Kenmare, Co. Kerry"
2187,"€575,000 ","40 College Park Way, Ballinteer, Ballinteer, Dublin 16"
2188,"€250,000 ","Butlerstown, Midleton, Co. Cork"
2189,"€575,000 ","2 Oakleigh Wood, Dooradoyle, Dooradoyle, Co. Limerick"
2190,"€195,000 ","Hollymount, 60 Hartland's Avenue, Glasheen, Co. Cork"
2191,"€375,000 ","15 Woodlawn Court, Santry, Santry, Dublin 9"
2192,"€180,000 ","8 Fairgreen Row, Dundalk, Co. Louth"
2193,"€139,000 ","8 Saint Enda's Terrace, Paulstown, Co. Kilkenny"
2194,"€172,000 ","22 Ballyclare Court, Lanesborough, Co. Roscommon"
2195,"€215,000 ","13 Curragh Park, Kells, Co. Meath"
2196,"€595,000 ","Mount Ruby, Navigation Road, Mallow, Co. Cork"
2197,"€345,000 ","40 Glendale Grove, Glasheen, Glasheen, Co. Cork"
2198,"€125,000 ","4 Daniel O'Brien Terrace, Buttevant, Co. Cork"
2199,"€200,000 ","18 Old Mill Road, Poolboy, Ballinasloe, Co. Galway"
2200,"€330,000 ","Roxborough, Roscommon Town, Co. Roscommon"
2201,"€185,000 ","3007 Millview Estate, Milltown, Newbridge, Co. Kildare"
2202,"€149,000 ","41A Cnoc Na Gaoithe, Lanesborough, Co. Longford"
2203,"AMV: €10,000 ","Ballydoole (Folio LK61727F), Pallaskenry, Co. Limerick"
2204,"€315,000 ","62 The Oak, Parkview, Stepaside, Dublin 18"
2205,"€224,950 ","1 Melville Park, Finglas, Dublin 11"
2206,"€259,000 ","The Line Road, Meelin, Newmarket, Co. Cork"
2207,"€340,000 ","Smithstown, Julianstown, Co. Meath"
2208,"€310,000 ","Strickeen View, Dunloe Upper, Beaufort, Co. Kerry"
2209,"€315,000 ","46 Harbour Cottages, Carlingford, Co. Louth"
2210,"€245,000 ","Apartment 48, Greenville Place, Dublin 8"
2211,"€190,000 ","Nicholas Cottage, Blind Gate, Kinsale, Co. Cork"
2212,"€235,000 ","8 The Avenue, Lios Na Fea, Macroom, Co. Cork"
2213,"€190,000 ","Apartment 27, Temple Court, Dublin 7"
2214,"€110,000 ","Pollranny, Castleplunket, Castlerea, Co. Roscommon"
2215,"€390,000 ","Radharc Né¡ Lougha, Ardaneanig, Killarney, Co. Kerry"
2216,"€450,000 ","Clonmoyle West, Rathangan, Co. Kildare"
2217,"€249,950 ","129 Ardilaun Green, Ballymahon Road, Mullingar, Co. Westmeath"
2218,"€259,000 ","Newmarket Road, Kanturk, Co. Cork"
2219,"€499,500 ","Arra, Gortlandroe, Nenagh, Co. Tipperary"
2220,"€380,000 ","186 Ashlawn Park, Ballybrack, Co. Dublin"
2221,"€230,000 ","104 Bohermore, Co. Galway"
2222,"€345,000 ","324 Morell Avenue, Naas, Co. Kildare"
2223,"€685,000 ","Hanover Court Grand Canal Dock Dublin 2, Grand Canal Dock, Dublin 2"
2224,"€325,000 ","40 Park Drive Lawn, Castleknock, Dublin 15"
2225,"AMV: €500,000 ","Conlanstown House, Conlanstown, Ballynacarrigy, Co. Westmeath"
2226,"€325,000 ","Ruhillmore, Boherbue, Co. Cork"
2227,"€185,000 ","52 Branswood, Athy, Co. Kildare"
2228,"€249,000 ","11 Saint Johns, Castledermot, Co. Kildare"
2229,"€495,000 ","47 Eden Villas, Glasthule, Co. Dublin"
2230,"€50,000 ","Ballymoney, Gorey, Co. Wexford"
2231,"€485,000 ","101 Church Road, East Wall, Dublin 3"
2232,"€210,000 ","Church Street, Newcastle West, Co. Limerick"
2233,"€170,000 ","31 Saint Francis Terrace, Athlone, Co. Westmeath"
2234,"€400,000 ","Killygrogan, Ballyjamesduff, Co. Cavan"
2235,"€175,000 ","38 Cluain Alainn, Carrickmacross, Co. Monaghan"
2236,"€85,000 ","Site For 3 Houses, Doonane Terrace, Crettyard, Co. Laois"
2237,"€175,000 ","Lislea, Aclare, Co. Sligo"
2238,"€220,000 ","Carrowroe, Athlone Road"
2239,"€100,000 ","The Presbytery, Cloonacarrow, Frenchpark, Co. Roscommon"
2240,"€100,000 ","The Presbytery, Cloonacarrow, Frenchpark, Co. Roscommon"
2241,"€350,000 ","Cloonshannagh, Rooskey, Co. Roscommon"
2242,"€130,000 ","Lismurtagh, Tulsk, Co. Roscommon"
2243,"€670,000 ","207 Sutton Park, Sutton, Sutton, Dublin 13"
2244,Price on Application ,"Balford & Dubh Laoch, Drumnigh Road, Portmarnock, Co. Dublin"
2245,"€65,000 ","Whitehill, Edgeworthstown, Co. Longford"
2246,"€100,000 ","Coronea, Skibbereen, Co. Cork"
2247,"€550,000 ","Salvador House, Salvador Place, Western Road, Cork, Co. Cork"
2248,"€259,000 ","Bishopscourt, Ballyduff, Co. Kerry"
2249,"€290,000 ","Fawnmore, Inishbofin Island, Co. Galway"
